lnc	DBR	gname	RBR	RBR_DBR_ID	RBR_DBR_avg_len	RBR_DBR_TFO_count	RBR_DBR_start	RBR_DBR_end	RBR_DBR_score	RBR_DBR_error_rate	RBR_DBR_gc_error	RBR_DBR_RBRspan	RBR_DBR_DBRspan	RBR_DBR_TFO_avg_overlap	RBR_DBR_TFO_adj1	RBR_DBR_TFO_adj2
lnc_inter_chr10_9000	1	Aar2	2	lnc_inter_chr10_9000_DBR1_Aar2_RBR2	24	1	156547017	156547041	20	0.17	0.17	24	24	1	1	1
lnc_inter_chr10_9000	1	Aarsd1	1	lnc_inter_chr10_9000_DBR1_Aarsd1_RBR1	20	7	101418076	101418106	16	0.2	0	30	20	4.666666666666667	1.5	10.5
lnc_inter_chr10_9000	1	Aatk	1	lnc_inter_chr10_9000_DBR1_Aatk_RBR1	20	1	120047196	120047216	16	0.2	0.75	20	20	1	1	1
lnc_inter_chr10_9000	1	Abca3	1	lnc_inter_chr10_9000_DBR1_Abca3_RBR1	20.071428571428573	14	24351549	24351570	16.071428571428573	0.1992857142857143	0.44857142857142857	21	47	13.380952380952381	1.0462633451957295	14.647686832740213
lnc_inter_chr10_9000	1	Abca8a	4	lnc_inter_chr10_9000_DBR1_Abca8a_RBR4	29.86036036036036	444	110096724	110096814	28.943693693693692	0.031096846846846847	0.47427927927927926	90	62	147.3111111111111	3.0140292653492233	1338.2289938150552
lnc_inter_chr10_9000	1	Abca8a	5	lnc_inter_chr10_9000_DBR1_Abca8a_RBR5	21	14	110096862	110096884	17	0.19	0.38	22	47	13.363636363636363	1.0476190476190477	14.666666666666668
lnc_inter_chr10_9000	1	Abcb6	1	lnc_inter_chr10_9000_DBR1_Abcb6_RBR1	21	1	75180993	75181014	17	0.19	0.62	21	21	1	1	1
lnc_inter_chr10_9000	1	Abcb7	1	lnc_inter_chr10_9000_DBR1_Abcb7_RBR1	29.78301886792453	318	104414681	104414757	26.79245283018868	0.10017924528301887	0.47880503144654085	76	60	124.61842105263158	2.551789673740893	811.469116249604
lnc_inter_chr10_9000	1	Abcd2	2	lnc_inter_chr10_9000_DBR1_Abcd2_RBR2	22.6875	16	91192144	91192175	18.5	0.183125	0.36874999999999997	31	55	11.709677419354838	1.3663911845730028	21.862258953168045
lnc_inter_chr10_9000	1	Abcf1	1	lnc_inter_chr10_9000_DBR1_Abcf1_RBR1	20	1	35970182	35970202	16	0.2	0.6	20	20	1	1	1
lnc_inter_chr10_9000	1	Abcg2	2	lnc_inter_chr10_9000_DBR1_Abcg2_RBR2	20	2	58584640	58584664	16	0.2	0.42500000000000004	24	24	1.6666666666666667	1.2	2.4
lnc_inter_chr10_9000	1	Abcg2	3	lnc_inter_chr10_9000_DBR1_Abcg2_RBR3	24	1	58584689	58584713	20	0.17	0.46	24	24	1	1	1
lnc_inter_chr10_9000	1	Acad8	2	lnc_inter_chr10_9000_DBR1_Acad8_RBR2	22	1	27000165	27000187	18	0.18	0.23	22	22	1	1	1
lnc_inter_chr10_9000	1	Acbd3	1	lnc_inter_chr10_9000_DBR1_Acbd3_RBR1	25	1	180725277	180725302	20	0.2	0.2	25	25	1	1	1
lnc_inter_chr10_9000	1	Acbd4	2	lnc_inter_chr10_9000_DBR1_Acbd4_RBR2	23	1	103101663	103101686	19	0.17	0.52	23	23	1	1	1
lnc_inter_chr10_9000	1	Acp6	1	lnc_inter_chr10_9000_DBR1_Acp6_RBR1	20	1	97157832	97157852	16	0.2	0.05	20	20	1	1	1
lnc_inter_chr10_9000	1	Acss2	1	lnc_inter_chr10_9000_DBR1_Acss2_RBR1	20	1	155517182	155517202	16	0.2	0.05	20	20	1	1	1
lnc_inter_chr10_9000	1	Actb	1	lnc_inter_chr10_9000_DBR1_Actb_RBR1	21.366666666666667	30	142906919	142906950	17.266666666666666	0.19133333333333333	0.402	31	55	20.677419354838708	1.4508580343213728	43.52574102964118
lnc_inter_chr10_9000	1	Actn4	1	lnc_inter_chr10_9000_DBR1_Actn4_RBR1	20	1	28963095	28963115	17	0.15	0.05	20	20	1	1	1
lnc_inter_chr10_9000	1	Actr10	1	lnc_inter_chr10_9000_DBR1_Actr10_RBR1	20	1	70936910	70936930	16	0.2	0.1	20	20	1	1	1
lnc_inter_chr10_9000	1	Actr1a	1	lnc_inter_chr10_9000_DBR1_Actr1a_RBR1	20	1	46396294	46396314	16	0.2	0.05	20	20	1	1	1
lnc_inter_chr10_9000	1	Actr2	1	lnc_inter_chr10_9000_DBR1_Actr2_RBR1	21	1	20112976	20112997	17	0.19	0.43	21	21	1	1	1
lnc_inter_chr10_9000	1	Actr5	2	lnc_inter_chr10_9000_DBR1_Actr5_RBR2	25	1	158624420	158624445	20	0.2	0.04	25	25	1	1	1
lnc_inter_chr10_9000	1	Actr8	1	lnc_inter_chr10_9000_DBR1_Actr8_RBR1	22.28125	64	29978231	29978289	18.234375	0.18109375	0.005734375	58	31	24.586206896551722	2.603085553997195	166.59747545582047
lnc_inter_chr10_9000	1	Acvr1	2	lnc_inter_chr10_9000_DBR1_Acvr1_RBR2	20	1	58567431	58567451	16	0.2	0.7	20	20	1	1	1
lnc_inter_chr10_9000	1	Acvr1b	1	lnc_inter_chr10_9000_DBR1_Acvr1b_RBR1	21	4	101173774	101173797	17	0.19	0.62	23	27	3.652173913043478	1.0952380952380953	4.380952380952381
lnc_inter_chr10_9000	1	Acvr2a	1	lnc_inter_chr10_9000_DBR1_Acvr2a_RBR1	20	3	48813626	48813646	16.333333333333332	0.18333333333333335	0.2833333333333333	20	28	3	1	3
lnc_inter_chr10_9000	1	Acy1	2	lnc_inter_chr10_9000_DBR1_Acy1_RBR2	22	1	106439034	106439056	18	0.18	0.27	22	22	1	1	1
lnc_inter_chr10_9000	1	Acyp1	1	lnc_inter_chr10_9000_DBR1_Acyp1_RBR1	21.25	4	85288476	85288498	17.25	0.1875	0.53	22	31	3.8636363636363638	1.035294117647059	4.141176470588236
lnc_inter_chr10_9000	1	Adam11	1	lnc_inter_chr10_9000_DBR1_Adam11_RBR1	20	1	102761354	102761374	16	0.2	0.75	20	20	1	1	1
lnc_inter_chr10_9000	1	Adamts6	1	lnc_inter_chr10_9000_DBR1_Adamts6_RBR1	21	1	104287285	104287306	17	0.19	0.38	21	21	1	1	1
lnc_inter_chr10_9000	1	Adamts6	5	lnc_inter_chr10_9000_DBR1_Adamts6_RBR5	29.6158357771261	341	104287752	104287833	24.903225806451612	0.1588475073313783	0.47398826979472136	81	60	124.67901234567901	2.7350232696306565	932.6429349440539
lnc_inter_chr10_9000	1	Adcy6	1	lnc_inter_chr10_9000_DBR1_Adcy6_RBR1	21.5	2	98608467	98608489	17.5	0.185	0.745	22	26	1.9545454545454546	1.0232558139534884	2.046511627906977
lnc_inter_chr10_9000	1	Adh5	2	lnc_inter_chr10_9000_DBR1_Adh5_RBR2	20	2	138436971	138436991	16	0.2	0	20	20	2	1	2
lnc_inter_chr10_9000	1	Adss	1	lnc_inter_chr10_9000_DBR1_Adss_RBR1	21	1	177797235	177797256	17	0.19	0.24	21	21	1	1	1
lnc_inter_chr10_9000	1	Aebp2	2	lnc_inter_chr10_9000_DBR1_Aebp2_RBR2	25.105263157894736	19	140622306	140622333	21.526315789473685	0.14273684210526316	0.3431578947368421	27	54	17.666666666666668	1.0754716981132075	20.433962264150942
lnc_inter_chr10_9000	1	Aen	1	lnc_inter_chr10_9000_DBR1_Aen_RBR1	28.759493670886076	79	78895054	78895100	23.20253164556962	0.19316455696202534	0.4383544303797468	46	59	49.391304347826086	1.5994718309859155	126.35827464788733
lnc_inter_chr10_9000	1	Afg3l1	2	lnc_inter_chr10_9000_DBR1_Afg3l1_RBR2	20	3	123476911	123476931	16	0.2	0.5166666666666667	20	26	3	1	3
lnc_inter_chr10_9000	1	Afg3l1	3	lnc_inter_chr10_9000_DBR1_Afg3l1_RBR3	22.5	2	123476951	123476976	18	0.2	0.46499999999999997	25	27	1.8	1.1111111111111112	2.2222222222222223
lnc_inter_chr10_9000	1	Afg3l2	2	lnc_inter_chr10_9000_DBR1_Afg3l2_RBR2	20	2	67449654	67449674	16	0.2	0	20	20	2	1	2
lnc_inter_chr10_9000	1	Aggf1	1	lnc_inter_chr10_9000_DBR1_Aggf1_RBR1	21.666666666666668	3	95375843	95375868	17.666666666666668	0.18666666666666668	0.030000000000000002	25	25	2.6	1.1538461538461537	3.4615384615384612
lnc_inter_chr10_9000	1	Ago1	2	lnc_inter_chr10_9000_DBR1_Ago1_RBR2	20	2	126469325	126469345	16	0.2	0	20	20	2	1	2
lnc_inter_chr10_9000	1	Agpat2	2	lnc_inter_chr10_9000_DBR1_Agpat2_RBR2	21	1	26605225	26605246	17	0.19	0.048	21	21	1	1	1
lnc_inter_chr10_9000	1	Agrn	3	lnc_inter_chr10_9000_DBR1_Agrn_RBR3	20	1	156198116	156198136	16	0.2	0.5	20	20	1	1	1
lnc_inter_chr10_9000	1	Agtr1a	1	lnc_inter_chr10_9000_DBR1_Agtr1a_RBR1	20.115384615384617	26	30335744	30335855	16.115384615384617	0.19884615384615387	0.285	86	57	6.0813953488372094	4.275334608030592	111.15869980879539
lnc_inter_chr10_9000	1	Ahcyl1	1	lnc_inter_chr10_9000_DBR1_Ahcyl1_RBR1	21	1	107696564	107696585	17	0.19	0.48	21	21	1	1	1
lnc_inter_chr10_9000	1	Ahcyl2	1	lnc_inter_chr10_9000_DBR1_Ahcyl2_RBR1	20	1	29767471	29767491	16	0.2	0	20	20	1	1	1
lnc_inter_chr10_9000	1	Ahsa1	1	lnc_inter_chr10_9000_DBR1_Ahsa1_RBR1	21	1	87265744	87265765	17	0.19	0	21	21	1	1	1
lnc_inter_chr10_9000	1	Aig1	1	lnc_inter_chr10_9000_DBR1_Aig1_RBR1	20	2	13869047	13869067	16	0.2	0.75	20	21	2	1	2
lnc_inter_chr10_9000	1	Aimp1	1	lnc_inter_chr10_9000_DBR1_Aimp1_RBR1	21	1	132684633	132684654	17	0.19	0.57	21	21	1	1	1
lnc_inter_chr10_9000	1	Akap10	1	lnc_inter_chr10_9000_DBR1_Akap10_RBR1	20	1	61930577	61930597	16	0.2	0.3	20	20	1	1	1
lnc_inter_chr10_9000	1	Akap13	1	lnc_inter_chr10_9000_DBR1_Akap13_RBR1	20	1	75454877	75454897	16	0.2	0.8	20	20	1	1	1
lnc_inter_chr10_9000	1	Akap9	1	lnc_inter_chr10_9000_DBR1_Akap9_RBR1	21.9	10	3927309	3927342	17.7	0.192	0.551	33	53	6.636363636363637	1.5068493150684932	15.068493150684931
lnc_inter_chr10_9000	1	Akap9	2	lnc_inter_chr10_9000_DBR1_Akap9_RBR2	21	1	3927694	3927715	17	0.19	0.67	21	21	1	1	1
lnc_inter_chr10_9000	1	Akirin2	1	lnc_inter_chr10_9000_DBR1_Akirin2_RBR1	21.083333333333332	24	34550371	34550395	17.708333333333332	0.15833333333333333	0.005375	24	29	21.083333333333332	1.1383399209486167	27.3201581027668
lnc_inter_chr10_9000	1	Aldh3a2	1	lnc_inter_chr10_9000_DBR1_Aldh3a2_RBR1	25.92	50	61268231	61268268	21.48	0.1738	0.2978	37	106	35.027027027027025	1.4274691358024691	71.37345679012346
lnc_inter_chr10_9000	1	Alg11	1	lnc_inter_chr10_9000_DBR1_Alg11_RBR1	20	1	22059903	22059923	16	0.2	0.4	20	20	1	1	1
lnc_inter_chr10_9000	1	Alg6	2	lnc_inter_chr10_9000_DBR1_Alg6_RBR2	21.733333333333334	30	99715046	99715073	18.266666666666666	0.15766666666666668	0.0029333333333333334	27	28	24.14814814814815	1.2423312883435582	37.26993865030675
lnc_inter_chr10_9000	1	Alpl	1	lnc_inter_chr10_9000_DBR1_Alpl_RBR1	20	2	137796510	137796530	16	0.2	0.5	20	32	2	1	2
lnc_inter_chr10_9000	1	Alyref	1	lnc_inter_chr10_9000_DBR1_Alyref_RBR1	20	4	120598907	120598931	16	0.2	0	24	20	3.3333333333333335	1.2	4.8
lnc_inter_chr10_9000	1	Amigo2	1	lnc_inter_chr10_9000_DBR1_Amigo2_RBR1	20	18	97247912	97247948	16.11111111111111	0.19444444444444445	0	36	20	10	1.8	32.4
lnc_inter_chr10_9000	1	Amotl2	1	lnc_inter_chr10_9000_DBR1_Amotl2_RBR1	26	1	102717651	102717677	21	0.19	0.62	26	26	1	1	1
lnc_inter_chr10_9000	1	Anapc1	1	lnc_inter_chr10_9000_DBR1_Anapc1_RBR1	22.48780487804878	41	128687746	128687780	18.804878048780488	0.16219512195121952	0.011658536585365854	34	31	27.11764705882353	1.5119305856832972	61.98915401301519
lnc_inter_chr10_9000	1	Anapc15	1	lnc_inter_chr10_9000_DBR1_Anapc15_RBR1	20	1	101880850	101880870	16	0.2	0.55	20	20	1	1	1
lnc_inter_chr10_9000	1	Anapc16	1	lnc_inter_chr10_9000_DBR1_Anapc16_RBR1	20.5	2	60003201	60003222	16.5	0.195	0.755	21	32	1.9523809523809523	1.024390243902439	2.048780487804878
lnc_inter_chr10_9000	1	Angpt1	1	lnc_inter_chr10_9000_DBR1_Angpt1_RBR1	20	1	42677313	42677333	16	0.2	0.2	20	20	1	1	1
lnc_inter_chr10_9000	1	Ank2	2	lnc_inter_chr10_9000_DBR1_Ank2_RBR2	20	1	127499998	127500018	16	0.2	0	20	20	1	1	1
lnc_inter_chr10_9000	1	Ankib1	1	lnc_inter_chr10_9000_DBR1_Ankib1_RBR1	25	2	3803508	3803533	20	0.2	0.28	25	29	2	1	2
lnc_inter_chr10_9000	1	Ankle2	1	lnc_inter_chr10_9000_DBR1_Ankle2_RBR1	20	1	110230573	110230593	16	0.2	0.15	20	20	1	1	1
lnc_inter_chr10_9000	1	Ankrd11	1	lnc_inter_chr10_9000_DBR1_Ankrd11_RBR1	20	1	123042981	123043001	16	0.2	0	20	20	1	1	1
lnc_inter_chr10_9000	1	Ankrd27	1	lnc_inter_chr10_9000_DBR1_Ankrd27_RBR1	23.5	2	35585642	35585670	19	0.19	0.765	28	28	1.6785714285714286	1.1914893617021276	2.382978723404255
lnc_inter_chr10_9000	1	Ankrd28	1	lnc_inter_chr10_9000_DBR1_Ankrd28_RBR1	27	22	31830522	31830556	22.227272727272727	0.17545454545454547	0.4481818181818182	34	55	17.470588235294116	1.2592592592592593	27.703703703703706
lnc_inter_chr10_9000	1	Ankrd46	1	lnc_inter_chr10_9000_DBR1_Ankrd46_RBR1	29.16393442622951	61	36497201	36497237	27.78688524590164	0.04791803278688525	0.460655737704918	36	53	49.416666666666664	1.2344013490725125	75.29848229342326
lnc_inter_chr10_9000	1	Ankrd54	2	lnc_inter_chr10_9000_DBR1_Ankrd54_RBR2	22.914893617021278	47	79063290	79063323	19.29787234042553	0.15659574468085108	0	33	25	32.63636363636363	1.4401114206128134	67.68523676880223
lnc_inter_chr10_9000	1	Anks3	1	lnc_inter_chr10_9000_DBR1_Anks3_RBR1	21	1	4964624	4964645	17	0.19	0.43	21	21	1	1	1
lnc_inter_chr10_9000	1	Anln	1	lnc_inter_chr10_9000_DBR1_Anln_RBR1	20	1	22389773	22389793	16	0.2	0.25	20	20	1	1	1
lnc_inter_chr10_9000	1	Ano10	1	lnc_inter_chr10_9000_DBR1_Ano10_RBR1	20.5	2	122294850	122294873	16.5	0.195	0.22	23	23	1.7826086956521738	1.1219512195121952	2.2439024390243905
lnc_inter_chr10_9000	1	Anp32b	1	lnc_inter_chr10_9000_DBR1_Anp32b_RBR1	20	1	46450776	46450796	16	0.2	0.8	20	20	1	1	1
lnc_inter_chr10_9000	1	Antxr2	2	lnc_inter_chr10_9000_DBR1_Antxr2_RBR2	21.666666666666668	3	98031569	98031594	17.333333333333332	0.2	0.060000000000000005	25	25	2.6	1.1538461538461537	3.4615384615384612
lnc_inter_chr10_9000	1	Antxr2	3	lnc_inter_chr10_9000_DBR1_Antxr2_RBR3	21.607142857142858	28	98031920	98031947	18.071428571428573	0.16142857142857142	0.004642857142857143	27	29	22.40740740740741	1.2495867768595041	34.98842975206612
lnc_inter_chr10_9000	1	Anxa5	2	lnc_inter_chr10_9000_DBR1_Anxa5_RBR2	20	1	36476605	36476625	16	0.2	0	20	20	1	1	1
lnc_inter_chr10_9000	1	Anxa7	1	lnc_inter_chr10_9000_DBR1_Anxa7_RBR1	23.43548387096774	62	20480406	20480448	19.661290322580644	0.16	0.004758064516129032	42	29	34.595238095238095	1.7921541637990366	111.11355815554026
lnc_inter_chr10_9000	1	Aox1	1	lnc_inter_chr10_9000_DBR1_Aox1_RBR1	20.5	2	58029599	58029624	16.5	0.195	0.17	25	25	1.64	1.2195121951219512	2.4390243902439024
lnc_inter_chr10_9000	1	Aox3	1	lnc_inter_chr10_9000_DBR1_Aox3_RBR1	29.46082949308756	217	58112172	58112231	24.341013824884794	0.17548387096774196	0.32055299539170506	59	50	108.35593220338983	2.0026591584545597	434.5770373846394
lnc_inter_chr10_9000	1	Ap1g1	1	lnc_inter_chr10_9000_DBR1_Ap1g1_RBR1	22.711111111111112	45	109778250	109778287	19.08888888888889	0.158	0.005755555555555555	37	29	27.62162162162162	1.6291585127201564	73.31213307240704
lnc_inter_chr10_9000	1	Ap2m1	2	lnc_inter_chr10_9000_DBR1_Ap2m1_RBR2	20	2	20535062	20535083	17	0.15	0.025	21	20	1.9047619047619047	1.05	2.1
lnc_inter_chr10_9000	1	Ap3b1	1	lnc_inter_chr10_9000_DBR1_Ap3b1_RBR1	21	1	94358206	94358227	17	0.19	0.38	21	21	1	1	1
lnc_inter_chr10_9000	1	Apeh	1	lnc_inter_chr10_9000_DBR1_Apeh_RBR1	20	2	108094925	108094948	16	0.2	0.75	23	23	1.7391304347826086	1.15	2.3
lnc_inter_chr10_9000	1	Aplp2	2	lnc_inter_chr10_9000_DBR1_Aplp2_RBR2	20	1	31212637	31212657	16	0.2	0.25	20	20	1	1	1
lnc_inter_chr10_9000	1	Apoh	1	lnc_inter_chr10_9000_DBR1_Apoh_RBR1	24.333333333333332	18	108395002	108395031	20.22222222222222	0.1688888888888889	0.47277777777777774	29	53	15.10344827586207	1.1917808219178083	21.45205479452055
lnc_inter_chr10_9000	1	Apol9b	1	lnc_inter_chr10_9000_DBR1_Apol9b_RBR1	20	1	77728762	77728782	16	0.2	0.6	20	20	1	1	1
lnc_inter_chr10_9000	1	Aqr	1	lnc_inter_chr10_9000_DBR1_Aqr_RBR1	20	1	114175550	114175570	16	0.2	0.05	20	20	1	1	1
lnc_inter_chr10_9000	1	Ar	1	lnc_inter_chr10_9000_DBR1_Ar_RBR1	22	1	98148668	98148690	18	0.18	0.5	22	22	1	1	1
lnc_inter_chr10_9000	1	Araf	1	lnc_inter_chr10_9000_DBR1_Araf_RBR1	20	13	20847765	20847785	16	0.2	0.3	20	44	13	1	13
lnc_inter_chr10_9000	1	Arap2	1	lnc_inter_chr10_9000_DBR1_Arap2_RBR1	27.80952380952381	21	62766881	62766914	23.047619047619047	0.17142857142857143	0.32666666666666666	33	57	17.696969696969695	1.1866438356164384	24.919520547945204
lnc_inter_chr10_9000	1	Arcn1	2	lnc_inter_chr10_9000_DBR1_Arcn1_RBR2	22.857142857142858	42	44767992	44768029	19.11904761904762	0.16214285714285714	0.00719047619047619	37	31	25.945945945945947	1.61875	67.9875
lnc_inter_chr10_9000	1	Arel1	2	lnc_inter_chr10_9000_DBR1_Arel1_RBR2	20	2	84971757	84971789	16	0.2	0.025	32	20	1.25	1.6	3.2
lnc_inter_chr10_9000	1	Arf3	1	lnc_inter_chr10_9000_DBR1_Arf3_RBR1	21	1	98763117	98763138	17	0.19	0.67	21	21	1	1	1
lnc_inter_chr10_9000	1	Arf4	1	lnc_inter_chr10_9000_DBR1_Arf4_RBR1	20	1	26637742	26637762	16	0.2	0.3	20	20	1	1	1
lnc_inter_chr10_9000	1	Arfip1	1	lnc_inter_chr10_9000_DBR1_Arfip1_RBR1	20	2	84583023	84583043	16	0.2	0.55	20	28	2	1	2
lnc_inter_chr10_9000	1	Arglu1	1	lnc_inter_chr10_9000_DBR1_Arglu1_RBR1	20	1	8691192	8691212	16	0.2	0.15	20	20	1	1	1
lnc_inter_chr10_9000	1	Arhgap44	2	lnc_inter_chr10_9000_DBR1_Arhgap44_RBR2	21	3	65163720	65163746	17.333333333333332	0.17333333333333334	0.112	26	42	2.423076923076923	1.2380952380952381	3.7142857142857144
lnc_inter_chr10_9000	1	Arhgef19	1	lnc_inter_chr10_9000_DBR1_Arhgef19_RBR1	24.333333333333332	18	141242617	141242645	21.666666666666668	0.11061111111111112	0.45555555555555555	28	57	15.642857142857142	1.1506849315068495	20.71232876712329
lnc_inter_chr10_9000	1	Arid1b	1	lnc_inter_chr10_9000_DBR1_Arid1b_RBR1	20	1	4994171	4994191	16	0.2	0.65	20	20	1	1	1
lnc_inter_chr10_9000	1	Arid1b	2	lnc_inter_chr10_9000_DBR1_Arid1b_RBR2	29.596938775510203	196	4994438	4994496	24.9234693877551	0.15857142857142859	0.47841836734693877	58	62	100.01724137931035	1.959662127219445	384.0937769350112
lnc_inter_chr10_9000	1	Arid2	1	lnc_inter_chr10_9000_DBR1_Arid2_RBR1	22	3	96287433	96287461	17.666666666666668	0.19666666666666668	0.6333333333333333	28	28	2.357142857142857	1.2727272727272727	3.8181818181818183
lnc_inter_chr10_9000	1	Arid2	2	lnc_inter_chr10_9000_DBR1_Arid2_RBR2	22	12	96287465	96287521	17.75	0.19416666666666668	0.6225	56	48	4.714285714285714	2.5454545454545454	30.545454545454547
lnc_inter_chr10_9000	1	Arid4b	1	lnc_inter_chr10_9000_DBR1_Arid4b_RBR1	20	2	14063116	14063136	16	0.2	0.55	20	24	2	1	2
lnc_inter_chr10_9000	1	Arid4b	2	lnc_inter_chr10_9000_DBR1_Arid4b_RBR2	20	1	14063456	14063476	16	0.2	0.6	20	20	1	1	1
lnc_inter_chr10_9000	1	Arl13b	2	lnc_inter_chr10_9000_DBR1_Arl13b_RBR2	20	1	62847673	62847693	16	0.2	0.1	20	20	1	1	1
lnc_inter_chr10_9000	1	Arl16	1	lnc_inter_chr10_9000_DBR1_Arl16_RBR1	22	1	120467635	120467657	18	0.18	0.36	22	22	1	1	1
lnc_inter_chr10_9000	1	Arl4a	1	lnc_inter_chr10_9000_DBR1_Arl4a_RBR1	22	1	40038179	40038201	18	0.18	0.55	22	22	1	1	1
lnc_inter_chr10_9000	1	Arl5a	2	lnc_inter_chr10_9000_DBR1_Arl5a_RBR2	21	1	52425286	52425307	17	0.19	0.48	21	21	1	1	1
lnc_inter_chr10_9000	1	Arl8b	2	lnc_inter_chr10_9000_DBR1_Arl8b_RBR2	20.428571428571427	7	108782433	108782465	16.714285714285715	0.18142857142857144	0.04857142857142857	32	27	4.46875	1.5664335664335665	10.965034965034965
lnc_inter_chr10_9000	1	Arl8b	3	lnc_inter_chr10_9000_DBR1_Arl8b_RBR3	20.75	12	108782873	108782906	16.833333333333332	0.18916666666666668	0.076	33	31	7.545454545454546	1.5903614457831325	19.08433734939759
lnc_inter_chr10_9000	1	Arntl	2	lnc_inter_chr10_9000_DBR1_Arntl_RBR2	22.794871794871796	39	113206778	113206811	18.871794871794872	0.16976923076923078	0.019974358974358973	33	31	26.939393939393938	1.4476940382452193	56.46006749156355
lnc_inter_chr10_9000	1	Arpc2	1	lnc_inter_chr10_9000_DBR1_Arpc2_RBR1	21.137931034482758	29	74235853	74235893	17.20689655172414	0.18551724137931036	0	40	25	15.325	1.8923327895595432	54.87765089722675
