gname	RBD	RBD_chr	RBD_start	RBD_end	RBD_span	RBD_lncRNA_Count	RBD_RBR_Count	RBD_DBR_RBR_Count	RBD_TFO_Total	RBD_TFO_Avg	RBD_TFO_Max	RBD_abj1_Total	RBD_abj1_Avg	RBD_abj1_Max	RBD_abj2_Total	RBD_abj2_Avg	RBD_score	RBD_error_rate	RBD_gc_error	RBD_lncRNA_list
2610507B11Rik	14	chr11	78261008	78261049	41	4	4	50	1674	418.5	1038	70.08667453020979	17.521668632552448	43.05450427233172	623.6765523170039	623.6765523170039	18.39555054868206	0.1796706639502335	0.019320433743806324	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
2900026A02Rik	18	chr5	113221556	113221597	41	3	3	30	303	101	211	38.44555583332981	12.815185277776603	25.52239316112611	152.62632849771617	152.62632849771617	17.368953536728977	0.19151573678128558	0.09612882780455846	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
2900026A02Rik	20	chr5	113222250	113222275	25	2	2	19	139	69.5	127	20.902144403877813	10.451072201938906	14.665107366840775	82.50240962182919	82.50240962182919	16.461456628477904	0.1912017974559968	0.030013884342607745	lnc_inter_chr10_9000,lnc_inter_chr10_9224
3110082I17Rik	21	chr5	139460930	139460951	21	2	2	9	10	5	7	9	4.5	6	5	5	16.75	0.17916666666666667	0.3979166666666667	lnc_inter_chr10_9000,lnc_inter_chr10_9224
A430005L14Rik	22	chr4	153956339	153956367	28	2	2	14	42	21	29	14.460997643039027	7.230498821519514	12.28322440087146	22.70512941941299	22.70512941941299	17.071699134199136	0.18553300865800865	0.1483299512987013	lnc_inter_chr10_9000,lnc_inter_chr10_9224
A430005L14Rik	23	chr4	153956514	153956559	45	3	3	44	849	283	486	53.05986002043593	17.686620006811975	35.05470514267034	341.6843967288875	341.6843967288875	20.091796493710067	0.18868576718810479	0.4039946309462542	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
AI987944	26	chr7	41394067	41394233	166	3	3	35	4893	1631	4715	82.87737935062941	27.62579311687647	66.72498609482646	8940.109110125712	8940.109110125712	18.07335271194605	0.1813128974995266	0.5728052441877339	lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Aarsd1	31	chr11	101418072	101418107	35	3	3	19	204	68	167	23.445901802842176	7.815300600947392	14.827505576427082	100.6309014804455	100.6309014804455	16.85521947721854	0.18912582226521676	0	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Aatk	33	chr11	120047182	120047227	45	2	2	11	15	7.5	11	11.409281842818428	5.704640921409214	8.298170731707318	7.909281842818428	7.909281842818428	16.833333333333336	0.19125	0.7211458333333334	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abca3	35	chr17	24351549	24351570	21	3	3	27	390	130	209	27.391258422197563	9.130419474065855	13.205003903893198	132.36014569296339	132.36014569296339	16.03529872904873	0.1996470127095127	0.45265941003441	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abca8a	36	chr11	110096243	110096281	38	3	3	16	334	111.33333333333333	308	19.898879720331543	6.63295990677718	12.31161007646495	168.4359915486931	168.4359915486931	17.14396914294435	0.18986901407100684	0	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abca8a	37	chr11	110096491	110096582	91	3	3	30	2618	872.6666666666666	2490	71.32466713383484	23.774889044611612	55.217990918563046	2683.8368642519417	2683.8368642519417	17.648060665551746	0.18396646785383458	0.17406195091613422	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abca8a	38	chr11	110096702	110096817	115	3	3	63	25781	8593.666666666666	12400	161.77299828819744	53.924332762732476	108.3325552468455	24088.900545830133	24088.900545830133	22.87231875995038	0.140959530317753	0.4020826299681758	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abca8a	39	chr11	110096824	110096907	83	3	3	37	429	143	238	38.43565355565221	12.811884518550738	22.840501829190657	148.8874937986185	148.8874937986185	16.981805657962255	0.19097884096727502	0.3728728917247598	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abcb7	40	chrX	104414681	104414759	78	3	3	75	13569	4523	6905	170.73720188037944	56.91240062679315	113.9344773872116	11201.059491505212	11201.059491505212	20.481950531331627	0.16965363702441097	0.40007360648840795	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abcd2	42	chr15	91192144	91192175	31	3	3	36	446	148.66666666666666	241	37.756636708187564	12.585545569395855	21.07562214832465	155.0769053403715	155.0769053403715	17.80254656359436	0.18574883991961197	0.3532130335895042	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abcd2	43	chr15	91192296	91192331	35	2	2	8	33	16.5	23	9.486001524710648	4.743000762355324	6.993773545436037	20.915824607149084	20.915824607149084	16.77956349206349	0.19261111111111112	0.7047678571428572	lnc_inter_chr10_9224,lnc_inter_chr10_9000
Abcd2	44	chr15	91192568	91192606	38	2	2	12	123	61.5	118	15.582412440868763	7.791206220434382	11.332412440868763	93.06137226461009	93.06137226461009	16.251833494519666	0.19764123952288848	0.00198863636363636	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abcd2	45	chr15	91192692	91192722	30	3	3	29	179	59.666666666666664	138	33.38220316246115	11.127401054153719	23.32352258878241	73.70287942110131	73.70287942110131	18.247587782587782	0.1928897546897547	0.07150376382876383	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abcg2	47	chr6	58584620	58584666	46	3	3	46	112	37.333333333333336	91	50.10428577157701	16.70142859052567	35.21460323189447	43.768538807426836	43.768538807426836	17.15550108932462	0.19452932924011357	0.30720278768072884	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Abcg2	48	chr6	58584678	58584728	50	2	2	20	38	19	34	22.12998406396024	11.06499203198012	18.12998406396024	24.198509034924236	24.198509034924236	17.825520833333336	0.188671875	0.3460416666666667	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Acbd3	50	chr1	180725274	180725306	32	3	3	13	60	20	51	14.587828332925145	4.862609444308382	10.054507604369023	23.87475386416048	23.87475386416048	17.41977312810646	0.19748657206990541	0.13554707792207793	lnc_inter_chr10_8711,lnc_inter_chr10_9224,lnc_inter_chr10_9000
Acbd4	51	chr11	103100818	103100846	28	4	4	21	206	51.5	124	22.461212797090877	5.615303199272719	13.041329383376446	58.937884034397605	58.937884034397605	16.93223785194567	0.17823953723900512	0.0018256079727877275	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Acbd4	52	chr11	103101658	103101686	28	3	3	46	114	38	90	48.26428968149176	16.088096560497252	35.05982280923683	41.86337971494962	41.86337971494962	17.027465127465128	0.19064758698092032	0.5062574955908289	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Acp6	54	chr3	97157812	97157876	64	4	4	71	1821	455.25	1111	110.21597239567672	27.55399309891918	70.3231671949173	903.3201470962517	903.3201470962517	18.387655985146008	0.18862299743774158	0.03836618591005941	lnc_inter_chr10_9222,lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9224
Acp6	55	chr3	97158207	97158245	38	4	4	24	399	99.75	288	32.170603687949686	8.042650921987422	18.983217238388672	156.04663231016093	156.04663231016093	18.05179177637669	0.1899749844426078	0.017316137132159425	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Acp6	56	chr3	97158510	97158539	29	4	4	30	215	53.75	144	34.612649760875726	8.653162440218932	20.430756551297065	67.91216726466916	67.91216726466916	16.88583876041821	0.1853614933515296	0.0655852269722029	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Actb	59	chr5	142906863	142906954	91	4	4	109	2286	571.5	1401	156.8187916096144	39.2046979024036	100.63425848614231	943.9959829657629	943.9959829657629	18.087395751516432	0.18711936321421524	0.15292393442062827	lnc_inter_chr10_9222,lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Actn4	62	chr7	28963095	28963116	21	4	4	39	201	50.25	141	39.4253567171466	9.85633917928665	26.29594185950056	51.030777548169695	51.030777548169695	16.797605293137455	0.17745902227193672	0.07584820426589325	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Actr10	63	chr12	70936899	70936933	34	2	2	22	68	34	44	24.117597068375403	12.058798534187702	19.15364060758543	41.25617757603604	41.25617757603604	17.26901455026455	0.18389257733007736	0.13524833384208385	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Actr10	64	chr12	70937447	70937475	28	2	2	9	73	36.5	50	11.020141576397783	5.510070788198892	7.682084896235839	45.63869965684762	45.63869965684762	16.53664021164021	0.18641137566137567	0.8135886243386243	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Actr1a	65	chr19	46396289	46396330	41	3	3	16	111	37	93	20.49819901072263	6.8327330035742095	14.50193376682019	58.80950463059081	58.80950463059081	16.81288777099054	0.1941371687893427	0.05510987609959942	lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9224
Actr2	67	chr11	20112964	20113000	36	2	2	8	38	19	34	8.25	4.125	6.05	19.35	19.35	16	0.2	0.34791666666666665	lnc_inter_chr10_9222,lnc_inter_chr10_9224
Actr5	68	chr2	158624242	158624278	36	2	2	13	79	39.5	67	15.00572298884834	7.50286149442417	12.413666914081984	46.56973599335012	46.56973599335012	17.001107226107223	0.19439801864801864	0.034841433566433565	lnc_inter_chr10_8711,lnc_inter_chr10_9224
Actr5	69	chr2	158624412	158624450	38	2	2	11	27	13.5	19	12.529482047100107	6.264741023550053	8.679482047100107	16.853262534904985	16.853262534904985	16.645833333333336	0.19302083333333334	0.0516171875	lnc_inter_chr10_8711,lnc_inter_chr10_9224
Actr5	70	chr2	158624653	158624680	27	2	2	7	8	4	5	7.142857142857142	3.571428571428571	5	4.142857142857142	4.142857142857142	18.4	0.19	0.11425	lnc_inter_chr10_8711,lnc_inter_chr10_9224
Actr8	72	chr14	29978228	29978290	62	4	4	59	2546	636.5	1504	100.07871879178465	25.019679697946163	63.338958482040525	1414.2739017511415	1414.2739017511415	18.605590402627662	0.18518750991082378	0.026322166272506314	lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Acvr1	74	chr2	58567201	58567253	52	2	2	9	425	212.5	418	12.448345948856916	6.224172974428458	9.62665520767766	368.25062349086693	368.25062349086693	17.969548872180454	0.19158895463089542	0.547379923530417	lnc_inter_chr10_9222,lnc_inter_chr10_9224
Acvr1	75	chr2	58567802	58567823	21	2	2	7	26	13	20	7.294101060230093	3.6470505301150467	5.2279720279720285	13.522095646289197	13.522095646289197	16.413809523809526	0.18769047619047619	0.8123095238095239	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Acyp1	79	chr12	85288471	85288569	98	2	3	22	173	57.666666666666664	94	35.5798319988599	11.859943999619968	27.453961868802654	148.44510822158108	148.44510822158108	17.268181761986007	0.19069791022756308	0.6152181142458384	lnc_inter_chr10_9224,lnc_inter_chr10_9000
Adamts6	82	chr13	104287283	104287358	75	4	4	87	653	163.25	415	105.58622334632699	26.396555836581747	67.53895883205657	244.0882709951411	244.0882709951411	17.37322711931322	0.18718403696166824	0.20652007391357438	lnc_inter_chr10_8711,lnc_inter_chr10_9222,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Adamts6	83	chr13	104287407	104287464	57	4	4	76	1909	477.25	1254	144.81137218987763	36.20284304746941	102.96062059104862	1011.46356068895	1011.46356068895	18.422361525110812	0.18653620287137132	0.06593507587930955	lnc_inter_chr10_8711,lnc_inter_chr10_9222,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Adamts6	84	chr13	104287569	104287596	27	4	4	19	34	8.5	24	20.083777314102043	5.020944328525511	12.721326945412311	9.492037466574832	9.492037466574832	16.626488095238095	0.19373511904761906	0.11234474206349207	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Adamts6	85	chr13	104287752	104287834	82	3	3	78	11738	3912.6666666666665	6450	173.66805988791992	57.88935329597331	116.80318061221224	10694.390374661374	10694.390374661374	19.925433643743208	0.18300892958971127	0.45046673672846516	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Adcy6	87	chr15	98608463	98608489	26	2	2	10	29	14.5	20	10.814623412554418	5.407311706277209	7.620635891283856	16.286116195192243	16.286116195192243	16.935714285714283	0.18664285714285717	0.7777619047619048	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Adh5	88	chr3	138436881	138436919	38	2	2	12	108	54	103	15.399008173197366	7.699504086598683	11.149008173197366	81.67646821969721	81.67646821969721	17.365431473984106	0.19437453141400513	0.0041707995951417	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Adh5	89	chr3	138436952	138436995	43	2	2	15	295	147.5	283	22.6259154337654	11.3129577168827	16.54120468996375	292.97741407662215	292.97741407662215	17.20633725854094	0.19397147551853616	0	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Adss	91	chr1	177797229	177797256	27	2	2	8	11	5.5	8	8.283950617283951	4.1419753086419755	5.283950617283951	6.067901234567901	6.067901234567901	16.758333333333333	0.19241666666666668	0.25583333333333336	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Aebp2	92	chr6	140622014	140622070	56	4	4	97	2797	699.25	1751	169.6499996837944	42.4124999209486	117.4567305835559	1537.9076880319274	1537.9076880319274	18.305679718736993	0.18499149019265193	0.06288485105936369	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Aebp2	94	chr6	140622306	140622333	27	3	3	59	1052	350.6666666666667	552	65.04170512697645	21.680568375658815	42.74753259186298	392.01570436129515	392.01570436129515	18.652571216086493	0.17513735911310732	0.3287769846445355	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Aen	96	chr7	78895033	78895104	71	3	3	59	2455	818.3333333333334	1438	88.3730220030146	29.457674001004868	57.91644351256939	1253.2613996103328	1253.2613996103328	19.569648252736638	0.19059345864037772	0.4426940967459912	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Aen	98	chr7	78895450	78895488	38	4	4	55	485	121.25	327	65.3911549668839	16.347788741720976	42.82227435696177	175.17914433512493	175.17914433512493	16.97021610904276	0.189704468827558	0.060578782840942175	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Aen	99	chr7	78895504	78895537	33	3	3	21	233	77.66666666666667	201	27.27283019414996	9.090943398049987	16.339006183763644	112.01565598109877	112.01565598109877	17.06752182775467	0.19361998198900773	0	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Afg3l1	100	chr8	123476883	123476940	57	3	3	28	57	19	47	31.151795562353147	10.383931854117716	23.901795562353147	23.244420420758008	23.244420420758008	16.310449735449733	0.19059920634920635	0.5150727513227513	lnc_inter_chr10_9000,lnc_inter_chr10_9224,lnc_inter_chr10_8711
Afg3l1	101	chr8	123476951	123476996	45	2	2	19	45	22.5	41	21.784575370166316	10.892287685083158	19.19727378286473	30.842831692351496	30.842831692351496	17.63200280112045	0.1913760504201681	0.4658683473389356	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Afg3l2	103	chr18	67449648	67449675	27	3	3	16	154	51.333333333333336	131	16.98843078141814	5.662810260472712	9.82592304231345	57.37956081233621	57.37956081233621	16.545401100956656	0.18861736946181393	4.693602693602666e-4	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Aggf1	104	chr13	95375843	95375871	28	3	3	16	123	41	104	17.952137604759365	5.984045868253121	11.489368373990132	51.50733665608249	51.50733665608249	17.671230034902806	0.19256161038300626	0.03245117224880383	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ago1	106	chr4	126469324	126469345	21	2	2	13	69	34.5	65	13.10647730215627	6.553238651078135	10.10647730215627	35.0105335388798	35.0105335388798	16.407777777777778	0.1892611111111111	0.02156166666666666	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Agpat2	108	chr2	26605222	26605246	24	2	2	13	25	12.5	16	13.184444823469212	6.592222411734606	10.156472795497184	12.832611291147877	12.832611291147877	16.45952380952381	0.1898809523809524	0.05531547619047619	lnc_inter_chr10_8711,lnc_inter_chr10_9224
Agrn	111	chr4	156198110	156198138	28	2	2	9	24	12	17	9.744076237392516	4.872038118696258	6.555957425511328	13.752943588042697	13.752943588042697	17.03333333333333	0.19383333333333336	0.5362916666666666	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Agrn	114	chr4	156198461	156198487	26	4	4	39	621	155.25	371	44.34640502305891	11.086601255764727	25.97619642091825	179.71229181721105	179.71229181721105	17.398830865405998	0.17615926107487212	0.011398467494544385	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Agtr1a	117	chr13	30335614	30335883	269	4	4	142	8626	2156.5	6667	380.9201093449975	95.23002733624938	282.68956006043334	11769.216225866987	11769.216225866987	17.402090583916323	0.19346021793860502	0.20925910620548555	lnc_inter_chr10_9222,lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ahcyl2	120	chr6	29767612	29767635	23	2	2	12	24	12	15	12.088709677419356	6.044354838709678	9.05	12.228130929791273	12.228130929791273	16.950396825396826	0.1834325396825397	0.04827314814814815	lnc_inter_chr10_8711,lnc_inter_chr10_9224
Ahsa1	121	chr12	87265737	87265765	28	2	2	8	91	45.5	88	10.019968793627331	5.009984396813666	7.702895622895623	61.38932906298761	61.38932906298761	16.5771229739253	0.19422877026074703	0	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Aig1	123	chr10	13869047	13869076	29	2	2	9	43	21.5	29	10.913160308653769	5.456580154326884	7.39308778858125	27.335907862305596	27.335907862305596	16.63809523809524	0.19006349206349207	0.7910238095238096	lnc_inter_chr10_9224,lnc_inter_chr10_9000
Aimp1	124	chr3	132684619	132684682	63	3	3	24	336	112	317	28.595744085328743	9.531914695109581	22.61740891762904	208.72457556583979	208.72457556583979	16.952441023548733	0.19098480787538316	0.42806460785236794	lnc_inter_chr10_9222,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Akap10	128	chr11	61930577	61930604	27	2	2	15	22	11	17	15.270238095238096	7.635119047619048	11.220238095238097	11.317857142857143	11.317857142857143	16.446969696969695	0.1906060606060606	0.3073295454545455	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Akirin2	133	chr4	34550371	34550395	24	4	4	47	996	249	636	51.846071915178086	12.961517978794522	31.764293950764717	277.5874033681782	277.5874033681782	17.35975041097993	0.17029782655476716	0.014657027234913408	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Alg6	140	chr4	99715046	99715073	27	4	4	36	1034	258.5	654	41.86039400749141	10.465098501872852	24.511393621883755	297.9366373363606	297.9366373363606	17.835675357738538	0.16028685689896047	0.0012295115317872945	lnc_inter_chr10_9222,lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Alyref	143	chr11	120598906	120598949	43	4	4	29	298	74.5	222	35.43484338715398	8.858710846788496	22.75855390809864	110.92584089516416	110.92584089516416	16.987424188884788	0.19436726405555663	0.012230230531679804	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Amigo2	146	chr15	97247912	97247948	36	3	3	30	528	176	388	41.379430824889816	13.793143608296605	27.83298810266849	271.86003822269583	271.86003822269583	16.911194859830285	0.19327896743335615	0	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Anapc1	148	chr2	128687743	128687785	42	4	4	50	1379	344.75	863	65.67717007420556	16.41929251855139	39.22503642748802	480.7947470658808	480.7947470658808	18.2415428581484	0.17629204504205775	0.01988227406935785	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Anapc15	150	chr7	101880838	101880880	42	3	3	24	66	22	39	27.69088937297752	9.230296457659172	20.099310425609097	31.505116296613306	31.505116296613306	17.58342311283488	0.19085739423974718	0.5833884579472814	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Anapc15	152	chr7	101881299	101881324	25	3	3	25	87	29	61	27.163206363335945	9.054402121111982	17.618884019013603	32.75525476950414	32.75525476950414	16.556660353535353	0.19317305871212123	0.11212323353729604	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ank2	154	chr3	127499998	127500018	20	2	2	9	38	19	35	9	4.5	6	19	19	16	0.2	0	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ankrd11	159	chr8	123042976	123043004	28	2	2	7	53	26.5	50	7.582394869162541	3.7911974345812705	4.582394869162541	31.645996279922066	31.645996279922066	16.33399209486166	0.19736660079051385	0.02456675842273668	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ankrd27	160	chr7	35585639	35585670	31	2	2	9	16	8	11	9.894590136895925	4.947295068447962	6.633333333333333	9.377923470229259	9.377923470229259	17.75	0.18583333333333335	0.7690972222222223	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ankrd28	162	chr14	31830506	31830560	54	3	3	47	805	268.3333333333333	442	56.62864568626454	18.876215228754845	37.43118374216784	336.80105713010863	336.80105713010863	19.54042196551439	0.17959692957971013	0.42115080763572893	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ankrd46	164	chr15	36497201	36497249	48	3	3	55	3517	1172.3333333333333	1791	76.7229277497815	25.57430924992717	53.5090968495679	1533.2935269460038	1533.2935269460038	22.911748917503658	0.13911812496251008	0.3910736561087438	lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9224
Ankrd54	165	chr15	79063136	79063162	26	2	2	22	31	15.5	26	22.44599695219972	11.22299847609986	19.429867919941657	15.954061468328753	15.954061468328753	16.505847953216374	0.19073099415204675	0.27248538011695905	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ankrd54	166	chr15	79063290	79063323	33	4	4	36	2245	561.25	1382	51.61622328425024	12.90405582106256	30.11776865042768	743.3620870848157	743.3620870848157	19.57609870053149	0.1642966394921187	0	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Ano10	168	chr9	122294843	122294873	30	2	2	7	10	5	7	7.499000399840064	3.749500199920032	5.377049180327869	5.687524990003999	5.687524990003999	16.191666666666666	0.19675	0.24883333333333332	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Antxr2	170	chr5	98031561	98031597	36	4	4	58	396	99	268	68.04339765285799	17.010849413214498	42.45757296970685	136.7918038353113	136.7918038353113	16.8681029928847	0.19312431501471025	0.10578263204164323	lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Antxr2	171	chr5	98031920	98031947	27	4	4	42	1023	255.75	661	48.118167829196125	12.029541957299031	29.461800525525906	297.89037403297414	297.89037403297414	17.600745055669638	0.17034595250234635	0.01047634523513581	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Anxa5	172	chr3	36476254	36476282	28	2	2	6	12	6	9	6.373170731707317	3.1865853658536585	3.373170731707317	6.673170731707318	6.673170731707318	16.416666666666668	0.19583333333333333	0.7808333333333334	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Anxa5	173	chr3	36476599	36476633	34	3	3	16	159	53	141	18.999715398745188	6.333238466248396	11.683048732078522	76.13679964305587	76.13679964305587	16.559440106008733	0.19007347046562734	0.005721349819389033	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
