gname	RBD	RBD_chr	RBD_start	RBD_end	RBD_span	RBD_lncRNA_Count	RBD_RBR_Count	RBD_DBR_RBR_Count	RBD_TFO_Total	RBD_TFO_Avg	RBD_TFO_Max	RBD_abj1_Total	RBD_abj1_Avg	RBD_abj1_Max	RBD_abj2_Total	RBD_abj2_Avg	RBD_score	RBD_error_rate	RBD_gc_error	RBD_lncRNA_list	RBD_RBR_list	RBD_BR_list
Acp6	54	chr3	97157812	97157876	64	4	4	71	1821	455.25	1111	110.21597239567672	27.55399309891918	70.3231671949173	903.3201470962517	903.3201470962517	18.387655985146008	0.18862299743774158	0.03836618591005941	lnc_inter_chr10_9222,lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9224	lnc_inter_chr10_9222_Acp6_RBR1,lnc_inter_chr10_9000_Acp6_RBR1,lnc_inter_chr10_8711_Acp6_RBR1,lnc_inter_chr10_9224_Acp6_RBR1	lnc_inter_chr10_9222_DBR1_Acp6_RBR1,lnc_inter_chr10_9222_DBR2_Acp6_RBR1,lnc_inter_chr10_9000_DBR1_Acp6_RBR1,lnc_inter_chr10_9000_DBR2_Acp6_RBR1,lnc_inter_chr10_9000_DBR3_Acp6_RBR1,lnc_inter_chr10_9000_DBR4_Acp6_RBR1,lnc_inter_chr10_9000_DBR5_Acp6_RBR1,lnc_inter_chr10_9000_DBR6_Acp6_RBR1,lnc_inter_chr10_9000_DBR7_Acp6_RBR1,lnc_inter_chr10_9000_DBR8_Acp6_RBR1,lnc_inter_chr10_9000_DBR9_Acp6_RBR1,lnc_inter_chr10_9000_DBR11_Acp6_RBR1,lnc_inter_chr10_9000_DBR13_Acp6_RBR1,lnc_inter_chr10_8711_DBR1_Acp6_RBR1,lnc_inter_chr10_8711_DBR2_Acp6_RBR1,lnc_inter_chr10_8711_DBR3_Acp6_RBR1,lnc_inter_chr10_8711_DBR4_Acp6_RBR1,lnc_inter_chr10_8711_DBR5_Acp6_RBR1,lnc_inter_chr10_8711_DBR6_Acp6_RBR1,lnc_inter_chr10_8711_DBR7_Acp6_RBR1,lnc_inter_chr10_8711_DBR8_Acp6_RBR1,lnc_inter_chr10_8711_DBR9_Acp6_RBR1,lnc_inter_chr10_8711_DBR10_Acp6_RBR1,lnc_inter_chr10_8711_DBR11_Acp6_RBR1,lnc_inter_chr10_9224_DBR3_Acp6_RBR1,lnc_inter_chr10_9224_DBR4_Acp6_RBR1,lnc_inter_chr10_9224_DBR6_Acp6_RBR1,lnc_inter_chr10_9224_DBR7_Acp6_RBR1,lnc_inter_chr10_9224_DBR8_Acp6_RBR1,lnc_inter_chr10_9224_DBR11_Acp6_RBR1,lnc_inter_chr10_9224_DBR12_Acp6_RBR1,lnc_inter_chr10_9224_DBR13_Acp6_RBR1,lnc_inter_chr10_9224_DBR14_Acp6_RBR1,lnc_inter_chr10_9224_DBR15_Acp6_RBR1,lnc_inter_chr10_9224_DBR16_Acp6_RBR1,lnc_inter_chr10_9224_DBR17_Acp6_RBR1,lnc_inter_chr10_9224_DBR18_Acp6_RBR1,lnc_inter_chr10_9224_DBR19_Acp6_RBR1,lnc_inter_chr10_9224_DBR20_Acp6_RBR1,lnc_inter_chr10_9224_DBR21_Acp6_RBR1,lnc_inter_chr10_9224_DBR22_Acp6_RBR1,lnc_inter_chr10_9224_DBR23_Acp6_RBR1,lnc_inter_chr10_9224_DBR24_Acp6_RBR1,lnc_inter_chr10_9224_DBR25_Acp6_RBR1,lnc_inter_chr10_9224_DBR26_Acp6_RBR1,lnc_inter_chr10_9224_DBR27_Acp6_RBR1,lnc_inter_chr10_9224_DBR28_Acp6_RBR1,lnc_inter_chr10_9224_DBR29_Acp6_RBR1,lnc_inter_chr10_9224_DBR30_Acp6_RBR1,lnc_inter_chr10_9224_DBR31_Acp6_RBR1,lnc_inter_chr10_9224_DBR32_Acp6_RBR1,lnc_inter_chr10_9224_DBR33_Acp6_RBR1,lnc_inter_chr10_9224_DBR34_Acp6_RBR1,lnc_inter_chr10_9224_DBR35_Acp6_RBR1,lnc_inter_chr10_9224_DBR36_Acp6_RBR1,lnc_inter_chr10_9224_DBR37_Acp6_RBR1,lnc_inter_chr10_9224_DBR38_Acp6_RBR1,lnc_inter_chr10_9224_DBR39_Acp6_RBR1,lnc_inter_chr10_9224_DBR40_Acp6_RBR1,lnc_inter_chr10_9224_DBR41_Acp6_RBR1,lnc_inter_chr10_9224_DBR42_Acp6_RBR1,lnc_inter_chr10_9224_DBR43_Acp6_RBR1,lnc_inter_chr10_9224_DBR44_Acp6_RBR1,lnc_inter_chr10_9224_DBR45_Acp6_RBR1,lnc_inter_chr10_9224_DBR46_Acp6_RBR1,lnc_inter_chr10_9224_DBR47_Acp6_RBR1,lnc_inter_chr10_9224_DBR48_Acp6_RBR1,lnc_inter_chr10_9224_DBR49_Acp6_RBR1,lnc_inter_chr10_9224_DBR50_Acp6_RBR1,lnc_inter_chr10_9224_DBR52_Acp6_RBR1,lnc_inter_chr10_9224_DBR53_Acp6_RBR1
Acp6	55	chr3	97158207	97158245	38	4	4	24	399	99.75	288	32.170603687949686	8.042650921987422	18.983217238388672	156.04663231016093	156.04663231016093	18.05179177637669	0.1899749844426078	0.017316137132159425	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224	lnc_inter_chr10_8711_Acp6_RBR2,lnc_inter_chr10_9000_Acp6_RBR2,lnc_inter_chr10_9222_Acp6_RBR2,lnc_inter_chr10_9224_Acp6_RBR3	lnc_inter_chr10_8711_DBR4_Acp6_RBR2,lnc_inter_chr10_8711_DBR5_Acp6_RBR2,lnc_inter_chr10_8711_DBR8_Acp6_RBR2,lnc_inter_chr10_9000_DBR2_Acp6_RBR2,lnc_inter_chr10_9000_DBR3_Acp6_RBR2,lnc_inter_chr10_9000_DBR4_Acp6_RBR2,lnc_inter_chr10_9000_DBR7_Acp6_RBR2,lnc_inter_chr10_9000_DBR11_Acp6_RBR2,lnc_inter_chr10_9000_DBR13_Acp6_RBR2,lnc_inter_chr10_9222_DBR1_Acp6_RBR2,lnc_inter_chr10_9222_DBR2_Acp6_RBR2,lnc_inter_chr10_9224_DBR11_Acp6_RBR3,lnc_inter_chr10_9224_DBR16_Acp6_RBR3,lnc_inter_chr10_9224_DBR19_Acp6_RBR3,lnc_inter_chr10_9224_DBR21_Acp6_RBR3,lnc_inter_chr10_9224_DBR22_Acp6_RBR3,lnc_inter_chr10_9224_DBR24_Acp6_RBR3,lnc_inter_chr10_9224_DBR27_Acp6_RBR3,lnc_inter_chr10_9224_DBR30_Acp6_RBR3,lnc_inter_chr10_9224_DBR35_Acp6_RBR3,lnc_inter_chr10_9224_DBR39_Acp6_RBR3,lnc_inter_chr10_9224_DBR44_Acp6_RBR3,lnc_inter_chr10_9224_DBR48_Acp6_RBR3,lnc_inter_chr10_9224_DBR53_Acp6_RBR3
Acp6	56	chr3	97158510	97158539	29	4	4	30	215	53.75	144	34.612649760875726	8.653162440218932	20.430756551297065	67.91216726466916	67.91216726466916	16.88583876041821	0.1853614933515296	0.0655852269722029	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224	lnc_inter_chr10_8711_Acp6_RBR3,lnc_inter_chr10_9000_Acp6_RBR3,lnc_inter_chr10_9222_Acp6_RBR3,lnc_inter_chr10_9224_Acp6_RBR5	lnc_inter_chr10_8711_DBR4_Acp6_RBR3,lnc_inter_chr10_8711_DBR8_Acp6_RBR3,lnc_inter_chr10_8711_DBR9_Acp6_RBR3,lnc_inter_chr10_9000_DBR2_Acp6_RBR3,lnc_inter_chr10_9000_DBR3_Acp6_RBR3,lnc_inter_chr10_9000_DBR6_Acp6_RBR3,lnc_inter_chr10_9000_DBR7_Acp6_RBR3,lnc_inter_chr10_9000_DBR9_Acp6_RBR3,lnc_inter_chr10_9000_DBR11_Acp6_RBR3,lnc_inter_chr10_9000_DBR12_Acp6_RBR3,lnc_inter_chr10_9222_DBR1_Acp6_RBR3,lnc_inter_chr10_9222_DBR2_Acp6_RBR3,lnc_inter_chr10_9224_DBR2_Acp6_RBR5,lnc_inter_chr10_9224_DBR5_Acp6_RBR5,lnc_inter_chr10_9224_DBR11_Acp6_RBR5,lnc_inter_chr10_9224_DBR15_Acp6_RBR5,lnc_inter_chr10_9224_DBR16_Acp6_RBR5,lnc_inter_chr10_9224_DBR19_Acp6_RBR5,lnc_inter_chr10_9224_DBR21_Acp6_RBR5,lnc_inter_chr10_9224_DBR22_Acp6_RBR5,lnc_inter_chr10_9224_DBR24_Acp6_RBR5,lnc_inter_chr10_9224_DBR27_Acp6_RBR5,lnc_inter_chr10_9224_DBR30_Acp6_RBR5,lnc_inter_chr10_9224_DBR35_Acp6_RBR5,lnc_inter_chr10_9224_DBR37_Acp6_RBR5,lnc_inter_chr10_9224_DBR38_Acp6_RBR5,lnc_inter_chr10_9224_DBR41_Acp6_RBR5,lnc_inter_chr10_9224_DBR44_Acp6_RBR5,lnc_inter_chr10_9224_DBR48_Acp6_RBR5,lnc_inter_chr10_9224_DBR53_Acp6_RBR5
Actb	59	chr5	142906863	142906954	91	4	4	109	2286	571.5	1401	156.8187916096144	39.2046979024036	100.63425848614231	943.9959829657629	943.9959829657629	18.087395751516432	0.18711936321421524	0.15292393442062827	lnc_inter_chr10_9222,lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224	lnc_inter_chr10_9222_Actb_RBR1,lnc_inter_chr10_8711_Actb_RBR1,lnc_inter_chr10_9000_Actb_RBR1,lnc_inter_chr10_9224_Actb_RBR2	lnc_inter_chr10_9222_DBR1_Actb_RBR1,lnc_inter_chr10_9222_DBR3_Actb_RBR1,lnc_inter_chr10_8711_DBR1_Actb_RBR1,lnc_inter_chr10_8711_DBR2_Actb_RBR1,lnc_inter_chr10_8711_DBR3_Actb_RBR1,lnc_inter_chr10_8711_DBR4_Actb_RBR1,lnc_inter_chr10_8711_DBR5_Actb_RBR1,lnc_inter_chr10_8711_DBR6_Actb_RBR1,lnc_inter_chr10_8711_DBR7_Actb_RBR1,lnc_inter_chr10_8711_DBR8_Actb_RBR1,lnc_inter_chr10_8711_DBR9_Actb_RBR1,lnc_inter_chr10_8711_DBR10_Actb_RBR1,lnc_inter_chr10_8711_DBR11_Actb_RBR1,lnc_inter_chr10_8711_DBR12_Actb_RBR1,lnc_inter_chr10_8711_DBR13_Actb_RBR1,lnc_inter_chr10_8711_DBR14_Actb_RBR1,lnc_inter_chr10_8711_DBR15_Actb_RBR1,lnc_inter_chr10_9000_DBR1_Actb_RBR1,lnc_inter_chr10_9000_DBR2_Actb_RBR1,lnc_inter_chr10_9000_DBR3_Actb_RBR1,lnc_inter_chr10_9000_DBR4_Actb_RBR1,lnc_inter_chr10_9000_DBR5_Actb_RBR1,lnc_inter_chr10_9000_DBR6_Actb_RBR1,lnc_inter_chr10_9000_DBR7_Actb_RBR1,lnc_inter_chr10_9000_DBR8_Actb_RBR1,lnc_inter_chr10_9000_DBR9_Actb_RBR1,lnc_inter_chr10_9000_DBR10_Actb_RBR1,lnc_inter_chr10_9000_DBR11_Actb_RBR1,lnc_inter_chr10_9000_DBR12_Actb_RBR1,lnc_inter_chr10_9000_DBR13_Actb_RBR1,lnc_inter_chr10_9000_DBR14_Actb_RBR1,lnc_inter_chr10_9000_DBR15_Actb_RBR1,lnc_inter_chr10_9000_DBR16_Actb_RBR1,lnc_inter_chr10_9000_DBR17_Actb_RBR1,lnc_inter_chr10_9000_DBR18_Actb_RBR1,lnc_inter_chr10_9000_DBR19_Actb_RBR1,lnc_inter_chr10_9000_DBR20_Actb_RBR1,lnc_inter_chr10_9000_DBR21_Actb_RBR1,lnc_inter_chr10_9224_DBR2_Actb_RBR2,lnc_inter_chr10_9224_DBR3_Actb_RBR2,lnc_inter_chr10_9224_DBR4_Actb_RBR2,lnc_inter_chr10_9224_DBR5_Actb_RBR2,lnc_inter_chr10_9224_DBR6_Actb_RBR2,lnc_inter_chr10_9224_DBR7_Actb_RBR2,lnc_inter_chr10_9224_DBR8_Actb_RBR2,lnc_inter_chr10_9224_DBR9_Actb_RBR2,lnc_inter_chr10_9224_DBR10_Actb_RBR2,lnc_inter_chr10_9224_DBR11_Actb_RBR2,lnc_inter_chr10_9224_DBR12_Actb_RBR2,lnc_inter_chr10_9224_DBR13_Actb_RBR2,lnc_inter_chr10_9224_DBR14_Actb_RBR2,lnc_inter_chr10_9224_DBR15_Actb_RBR2,lnc_inter_chr10_9224_DBR16_Actb_RBR2,lnc_inter_chr10_9224_DBR17_Actb_RBR2,lnc_inter_chr10_9224_DBR18_Actb_RBR2,lnc_inter_chr10_9224_DBR19_Actb_RBR2,lnc_inter_chr10_9224_DBR20_Actb_RBR2,lnc_inter_chr10_9224_DBR21_Actb_RBR2,lnc_inter_chr10_9224_DBR22_Actb_RBR2,lnc_inter_chr10_9224_DBR23_Actb_RBR2,lnc_inter_chr10_9224_DBR24_Actb_RBR2,lnc_inter_chr10_9224_DBR25_Actb_RBR2,lnc_inter_chr10_9224_DBR26_Actb_RBR2,lnc_inter_chr10_9224_DBR27_Actb_RBR2,lnc_inter_chr10_9224_DBR28_Actb_RBR2,lnc_inter_chr10_9224_DBR29_Actb_RBR2,lnc_inter_chr10_9224_DBR30_Actb_RBR2,lnc_inter_chr10_9224_DBR31_Actb_RBR2,lnc_inter_chr10_9224_DBR32_Actb_RBR2,lnc_inter_chr10_9224_DBR33_Actb_RBR2,lnc_inter_chr10_9224_DBR34_Actb_RBR2,lnc_inter_chr10_9224_DBR35_Actb_RBR2,lnc_inter_chr10_9224_DBR36_Actb_RBR2,lnc_inter_chr10_9224_DBR37_Actb_RBR2,lnc_inter_chr10_9224_DBR38_Actb_RBR2,lnc_inter_chr10_9224_DBR39_Actb_RBR2,lnc_inter_chr10_9224_DBR40_Actb_RBR2,lnc_inter_chr10_9224_DBR41_Actb_RBR2,lnc_inter_chr10_9224_DBR42_Actb_RBR2,lnc_inter_chr10_9224_DBR43_Actb_RBR2,lnc_inter_chr10_9224_DBR44_Actb_RBR2,lnc_inter_chr10_9224_DBR45_Actb_RBR2,lnc_inter_chr10_9224_DBR46_Actb_RBR2,lnc_inter_chr10_9224_DBR47_Actb_RBR2,lnc_inter_chr10_9224_DBR48_Actb_RBR2,lnc_inter_chr10_9224_DBR49_Actb_RBR2,lnc_inter_chr10_9224_DBR51_Actb_RBR2,lnc_inter_chr10_9224_DBR52_Actb_RBR2,lnc_inter_chr10_9224_DBR53_Actb_RBR2,lnc_inter_chr10_9224_DBR54_Actb_RBR2,lnc_inter_chr10_9224_DBR55_Actb_RBR2,lnc_inter_chr10_9224_DBR56_Actb_RBR2,lnc_inter_chr10_9224_DBR57_Actb_RBR2,lnc_inter_chr10_9224_DBR58_Actb_RBR2,lnc_inter_chr10_9224_DBR59_Actb_RBR2,lnc_inter_chr10_9224_DBR60_Actb_RBR2,lnc_inter_chr10_9224_DBR61_Actb_RBR2,lnc_inter_chr10_9224_DBR62_Actb_RBR2,lnc_inter_chr10_9224_DBR63_Actb_RBR2,lnc_inter_chr10_9224_DBR64_Actb_RBR2,lnc_inter_chr10_9224_DBR65_Actb_RBR2,lnc_inter_chr10_9224_DBR66_Actb_RBR2,lnc_inter_chr10_9224_DBR67_Actb_RBR2,lnc_inter_chr10_9224_DBR68_Actb_RBR2,lnc_inter_chr10_9224_DBR69_Actb_RBR2,lnc_inter_chr10_9224_DBR70_Actb_RBR2,lnc_inter_chr10_9224_DBR71_Actb_RBR2,lnc_inter_chr10_9224_DBR72_Actb_RBR2,lnc_inter_chr10_9224_DBR73_Actb_RBR2
Actn4	62	chr7	28963095	28963116	21	4	4	39	201	50.25	141	39.4253567171466	9.85633917928665	26.29594185950056	51.030777548169695	51.030777548169695	16.797605293137455	0.17745902227193672	0.07584820426589325	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224	lnc_inter_chr10_8711_Actn4_RBR1,lnc_inter_chr10_9000_Actn4_RBR1,lnc_inter_chr10_9222_Actn4_RBR1,lnc_inter_chr10_9224_Actn4_RBR1	lnc_inter_chr10_8711_DBR1_Actn4_RBR1,lnc_inter_chr10_8711_DBR2_Actn4_RBR1,lnc_inter_chr10_8711_DBR3_Actn4_RBR1,lnc_inter_chr10_8711_DBR4_Actn4_RBR1,lnc_inter_chr10_9000_DBR1_Actn4_RBR1,lnc_inter_chr10_9000_DBR2_Actn4_RBR1,lnc_inter_chr10_9000_DBR3_Actn4_RBR1,lnc_inter_chr10_9000_DBR4_Actn4_RBR1,lnc_inter_chr10_9000_DBR5_Actn4_RBR1,lnc_inter_chr10_9000_DBR6_Actn4_RBR1,lnc_inter_chr10_9000_DBR7_Actn4_RBR1,lnc_inter_chr10_9222_DBR1_Actn4_RBR1,lnc_inter_chr10_9222_DBR2_Actn4_RBR1,lnc_inter_chr10_9224_DBR1_Actn4_RBR1,lnc_inter_chr10_9224_DBR2_Actn4_RBR1,lnc_inter_chr10_9224_DBR3_Actn4_RBR1,lnc_inter_chr10_9224_DBR4_Actn4_RBR1,lnc_inter_chr10_9224_DBR5_Actn4_RBR1,lnc_inter_chr10_9224_DBR6_Actn4_RBR1,lnc_inter_chr10_9224_DBR8_Actn4_RBR1,lnc_inter_chr10_9224_DBR9_Actn4_RBR1,lnc_inter_chr10_9224_DBR10_Actn4_RBR1,lnc_inter_chr10_9224_DBR11_Actn4_RBR1,lnc_inter_chr10_9224_DBR12_Actn4_RBR1,lnc_inter_chr10_9224_DBR13_Actn4_RBR1,lnc_inter_chr10_9224_DBR14_Actn4_RBR1,lnc_inter_chr10_9224_DBR15_Actn4_RBR1,lnc_inter_chr10_9224_DBR16_Actn4_RBR1,lnc_inter_chr10_9224_DBR17_Actn4_RBR1,lnc_inter_chr10_9224_DBR18_Actn4_RBR1,lnc_inter_chr10_9224_DBR19_Actn4_RBR1,lnc_inter_chr10_9224_DBR20_Actn4_RBR1,lnc_inter_chr10_9224_DBR21_Actn4_RBR1,lnc_inter_chr10_9224_DBR22_Actn4_RBR1,lnc_inter_chr10_9224_DBR23_Actn4_RBR1,lnc_inter_chr10_9224_DBR24_Actn4_RBR1,lnc_inter_chr10_9224_DBR25_Actn4_RBR1,lnc_inter_chr10_9224_DBR26_Actn4_RBR1,lnc_inter_chr10_9224_DBR27_Actn4_RBR1
Actr10	63	chr12	70936899	70936933	34	2	2	22	68	34	44	24.117597068375403	12.058798534187702	19.15364060758543	41.25617757603604	41.25617757603604	17.26901455026455	0.18389257733007736	0.13524833384208385	lnc_inter_chr10_9000,lnc_inter_chr10_9224	lnc_inter_chr10_9000_Actr10_RBR1,lnc_inter_chr10_9224_Actr10_RBR1	lnc_inter_chr10_9000_DBR1_Actr10_RBR1,lnc_inter_chr10_9000_DBR2_Actr10_RBR1,lnc_inter_chr10_9000_DBR3_Actr10_RBR1,lnc_inter_chr10_9000_DBR4_Actr10_RBR1,lnc_inter_chr10_9224_DBR2_Actr10_RBR1,lnc_inter_chr10_9224_DBR3_Actr10_RBR1,lnc_inter_chr10_9224_DBR4_Actr10_RBR1,lnc_inter_chr10_9224_DBR5_Actr10_RBR1,lnc_inter_chr10_9224_DBR7_Actr10_RBR1,lnc_inter_chr10_9224_DBR8_Actr10_RBR1,lnc_inter_chr10_9224_DBR12_Actr10_RBR1,lnc_inter_chr10_9224_DBR14_Actr10_RBR1,lnc_inter_chr10_9224_DBR15_Actr10_RBR1,lnc_inter_chr10_9224_DBR16_Actr10_RBR1,lnc_inter_chr10_9224_DBR17_Actr10_RBR1,lnc_inter_chr10_9224_DBR20_Actr10_RBR1,lnc_inter_chr10_9224_DBR21_Actr10_RBR1,lnc_inter_chr10_9224_DBR22_Actr10_RBR1,lnc_inter_chr10_9224_DBR23_Actr10_RBR1,lnc_inter_chr10_9224_DBR24_Actr10_RBR1,lnc_inter_chr10_9224_DBR25_Actr10_RBR1,lnc_inter_chr10_9224_DBR26_Actr10_RBR1
Actr10	64	chr12	70937447	70937475	28	2	2	9	73	36.5	50	11.020141576397783	5.510070788198892	7.682084896235839	45.63869965684762	45.63869965684762	16.53664021164021	0.18641137566137567	0.8135886243386243	lnc_inter_chr10_9000,lnc_inter_chr10_9224	lnc_inter_chr10_9000_Actr10_RBR3,lnc_inter_chr10_9224_Actr10_RBR3	lnc_inter_chr10_9000_DBR6_Actr10_RBR3,lnc_inter_chr10_9000_DBR7_Actr10_RBR3,lnc_inter_chr10_9000_DBR8_Actr10_RBR3,lnc_inter_chr10_9224_DBR1_Actr10_RBR3,lnc_inter_chr10_9224_DBR9_Actr10_RBR3,lnc_inter_chr10_9224_DBR10_Actr10_RBR3,lnc_inter_chr10_9224_DBR11_Actr10_RBR3,lnc_inter_chr10_9224_DBR13_Actr10_RBR3,lnc_inter_chr10_9224_DBR18_Actr10_RBR3
Actr1a	65	chr19	46396289	46396330	41	3	3	16	111	37	93	20.49819901072263	6.8327330035742095	14.50193376682019	58.80950463059081	58.80950463059081	16.81288777099054	0.1941371687893427	0.05510987609959942	lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9224	lnc_inter_chr10_9000_Actr1a_RBR1,lnc_inter_chr10_8711_Actr1a_RBR1,lnc_inter_chr10_9224_Actr1a_RBR1	lnc_inter_chr10_9000_DBR1_Actr1a_RBR1,lnc_inter_chr10_9000_DBR2_Actr1a_RBR1,lnc_inter_chr10_8711_DBR1_Actr1a_RBR1,lnc_inter_chr10_8711_DBR2_Actr1a_RBR1,lnc_inter_chr10_8711_DBR3_Actr1a_RBR1,lnc_inter_chr10_9224_DBR1_Actr1a_RBR1,lnc_inter_chr10_9224_DBR2_Actr1a_RBR1,lnc_inter_chr10_9224_DBR3_Actr1a_RBR1,lnc_inter_chr10_9224_DBR4_Actr1a_RBR1,lnc_inter_chr10_9224_DBR5_Actr1a_RBR1,lnc_inter_chr10_9224_DBR6_Actr1a_RBR1,lnc_inter_chr10_9224_DBR8_Actr1a_RBR1,lnc_inter_chr10_9224_DBR9_Actr1a_RBR1,lnc_inter_chr10_9224_DBR10_Actr1a_RBR1,lnc_inter_chr10_9224_DBR11_Actr1a_RBR1,lnc_inter_chr10_9224_DBR12_Actr1a_RBR1
Actr2	67	chr11	20112964	20113000	36	2	2	8	38	19	34	8.25	4.125	6.05	19.35	19.35	16	0.2	0.34791666666666665	lnc_inter_chr10_9222,lnc_inter_chr10_9224	lnc_inter_chr10_9222_Actr2_RBR1,lnc_inter_chr10_9224_Actr2_RBR1	lnc_inter_chr10_9222_DBR2_Actr2_RBR1,lnc_inter_chr10_9222_DBR3_Actr2_RBR1,lnc_inter_chr10_9224_DBR2_Actr2_RBR1,lnc_inter_chr10_9224_DBR3_Actr2_RBR1,lnc_inter_chr10_9224_DBR4_Actr2_RBR1,lnc_inter_chr10_9224_DBR5_Actr2_RBR1,lnc_inter_chr10_9224_DBR6_Actr2_RBR1,lnc_inter_chr10_9224_DBR8_Actr2_RBR1
Actr5	68	chr2	158624242	158624278	36	2	2	13	79	39.5	67	15.00572298884834	7.50286149442417	12.413666914081984	46.56973599335012	46.56973599335012	17.001107226107223	0.19439801864801864	0.034841433566433565	lnc_inter_chr10_8711,lnc_inter_chr10_9224	lnc_inter_chr10_8711_Actr5_RBR1,lnc_inter_chr10_9224_Actr5_RBR1	lnc_inter_chr10_8711_DBR1_Actr5_RBR1,lnc_inter_chr10_8711_DBR3_Actr5_RBR1,lnc_inter_chr10_9224_DBR2_Actr5_RBR1,lnc_inter_chr10_9224_DBR4_Actr5_RBR1,lnc_inter_chr10_9224_DBR5_Actr5_RBR1,lnc_inter_chr10_9224_DBR6_Actr5_RBR1,lnc_inter_chr10_9224_DBR10_Actr5_RBR1,lnc_inter_chr10_9224_DBR11_Actr5_RBR1,lnc_inter_chr10_9224_DBR12_Actr5_RBR1,lnc_inter_chr10_9224_DBR17_Actr5_RBR1,lnc_inter_chr10_9224_DBR20_Actr5_RBR1,lnc_inter_chr10_9224_DBR21_Actr5_RBR1,lnc_inter_chr10_9224_DBR23_Actr5_RBR1
Actr5	69	chr2	158624412	158624450	38	2	2	11	27	13.5	19	12.529482047100107	6.264741023550053	8.679482047100107	16.853262534904985	16.853262534904985	16.645833333333336	0.19302083333333334	0.0516171875	lnc_inter_chr10_8711,lnc_inter_chr10_9224	lnc_inter_chr10_8711_Actr5_RBR2,lnc_inter_chr10_9224_Actr5_RBR2	lnc_inter_chr10_8711_DBR1_Actr5_RBR2,lnc_inter_chr10_8711_DBR2_Actr5_RBR2,lnc_inter_chr10_8711_DBR3_Actr5_RBR2,lnc_inter_chr10_9224_DBR2_Actr5_RBR2,lnc_inter_chr10_9224_DBR4_Actr5_RBR2,lnc_inter_chr10_9224_DBR5_Actr5_RBR2,lnc_inter_chr10_9224_DBR7_Actr5_RBR2,lnc_inter_chr10_9224_DBR8_Actr5_RBR2,lnc_inter_chr10_9224_DBR12_Actr5_RBR2,lnc_inter_chr10_9224_DBR20_Actr5_RBR2,lnc_inter_chr10_9224_DBR23_Actr5_RBR2
Actr5	70	chr2	158624653	158624680	27	2	2	7	8	4	5	7.142857142857142	3.571428571428571	5	4.142857142857142	4.142857142857142	18.4	0.19	0.11425	lnc_inter_chr10_8711,lnc_inter_chr10_9224	lnc_inter_chr10_8711_Actr5_RBR3,lnc_inter_chr10_9224_Actr5_RBR3	lnc_inter_chr10_8711_DBR1_Actr5_RBR3,lnc_inter_chr10_8711_DBR3_Actr5_RBR3,lnc_inter_chr10_9224_DBR1_Actr5_RBR3,lnc_inter_chr10_9224_DBR9_Actr5_RBR3,lnc_inter_chr10_9224_DBR10_Actr5_RBR3,lnc_inter_chr10_9224_DBR13_Actr5_RBR3,lnc_inter_chr10_9224_DBR17_Actr5_RBR3
