# RNA-ID	RBS-start	RBS-end	DNA-ID	DBS-start	DBS-end	Score	Error-rate	Errors                   	Motif	Strand	Orientation	Guanine-rate
lnc_inter_chr10_9222	535	565	chr1:74235844-74235874	0	30	24	0.2	d1d4d7d8d15d21	R	-	A	0
lnc_inter_chr10_9222	540	565	chr1:74235846-74235871	0	25	20	0.2	d2d5d6d13d19	R	-	A	0
lnc_inter_chr10_9222	539	565	chr1:74235846-74235872	0	26	21	0.19	d2d5d6d13d19	R	-	A	0
lnc_inter_chr10_9222	538	565	chr1:74235846-74235873	0	27	22	0.19	d2d5d6d13d19	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235846-74235876	0	30	24	0.2	t1d2d5d6d13d19	R	-	A	0
lnc_inter_chr10_9222	537	565	chr1:74235847-74235875	0	28	23	0.18	d1d4d5d12d18	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235847-74235877	0	30	25	0.17	d1d4d5d12d18	R	-	A	0
lnc_inter_chr10_9222	532	562	chr1:74235847-74235877	0	30	24	0.2	b1t2d4d5d12d18	R	-	A	0
lnc_inter_chr10_9222	545	565	chr1:74235849-74235869	0	20	16	0.2	d2d3d10d16	R	-	A	0
lnc_inter_chr10_9222	544	565	chr1:74235849-74235870	0	21	17	0.19	d2d3d10d16	R	-	A	0
lnc_inter_chr10_9222	540	570	chr1:74235849-74235879	0	30	24	0.2	d2d3d10d16o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr1:74235849-74235879	0	30	24	0.2	d2d3d10d16o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr1:74235849-74235879	0	30	24	0.2	d2d3d10d16o27o28	R	-	A	0
lnc_inter_chr10_9222	537	565	chr1:74235850-74235878	0	28	24	0.14	d1d2d9d15	R	-	A	0
lnc_inter_chr10_9222	540	570	chr1:74235850-74235880	0	30	24	0.2	d1d2d9d15o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr1:74235850-74235880	0	30	24	0.2	d1d2d9d15o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr1:74235850-74235880	0	30	24	0.2	d1d2d9d15o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235850-74235880	0	30	26	0.13	d1d2d9d15	R	-	A	0
lnc_inter_chr10_9222	532	562	chr1:74235850-74235880	0	30	25	0.17	b1d2t4d9d15	R	-	A	0
lnc_inter_chr10_9222	550	570	chr1:74235853-74235873	0	20	16	0.2	d6d12o15o16	R	-	A	0
lnc_inter_chr10_9222	549	570	chr1:74235853-74235874	0	21	17	0.19	d6d12o16o17	R	-	A	0
lnc_inter_chr10_9222	548	570	chr1:74235853-74235875	0	22	18	0.18	d6d12o17o18	R	-	A	0
lnc_inter_chr10_9222	547	570	chr1:74235853-74235876	0	23	19	0.17	d6d12o18o19	R	-	A	0
lnc_inter_chr10_9222	546	570	chr1:74235853-74235877	0	24	20	0.17	d6d12o19o20	R	-	A	0
lnc_inter_chr10_9222	545	570	chr1:74235853-74235878	0	25	21	0.16	d6d12o20o21	R	-	A	0
lnc_inter_chr10_9222	542	570	chr1:74235853-74235881	0	28	24	0.14	d6d12o23o24	R	-	A	0
lnc_inter_chr10_9222	537	565	chr1:74235853-74235881	0	28	26	0.071	d6d12	R	-	A	0
lnc_inter_chr10_9222	541	570	chr1:74235853-74235882	0	29	25	0.14	d6d12o24o25	R	-	A	0
lnc_inter_chr10_9222	540	569	chr1:74235853-74235882	0	29	25	0.14	d6d12o25o26	R	-	A	0
lnc_inter_chr10_9222	539	568	chr1:74235853-74235882	0	29	25	0.14	d6d12o26o27	R	-	A	0
lnc_inter_chr10_9222	535	564	chr1:74235853-74235882	0	29	26	0.1	t1d6d12	R	-	A	0
lnc_inter_chr10_9222	532	561	chr1:74235853-74235882	0	29	24	0.17	o1t2t4d6d12	R	-	A	0
lnc_inter_chr10_9222	530	559	chr1:74235853-74235882	0	29	24	0.17	t1o3t4d6d12	R	-	A	0
lnc_inter_chr10_9222	537	565	chr1:74235854-74235882	0	28	26	0.071	d5d11	R	-	A	0
lnc_inter_chr10_9222	535	563	chr1:74235854-74235882	0	28	25	0.11	t1d5d11	R	-	A	0
lnc_inter_chr10_9222	532	560	chr1:74235854-74235882	0	28	23	0.18	o1t2t4d5d11	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr1:74235855-74235875	0	20	16	0.2	o2b4d10t16	R	-	A	0
lnc_inter_chr10_9222	530	557	chr1:74235855-74235882	0	27	22	0.19	t1o3d4t6d10	R	-	A	0
lnc_inter_chr10_9222	538	568	chr1:74235855-74235885	0	30	26	0.13	d4d10b27b28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235855-74235885	0	30	25	0.17	t1d4d10d27d28	R	-	A	0
lnc_inter_chr10_9222	532	562	chr1:74235855-74235885	0	30	24	0.2	o1t2d4d10d27d28	R	-	A	0
lnc_inter_chr10_9222	530	556	chr1:74235856-74235882	0	26	21	0.19	t1b3t4t6d9	R	-	A	0
lnc_inter_chr10_9222	539	569	chr1:74235856-74235886	0	30	26	0.13	d3d9b26b27	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235856-74235886	0	30	25	0.17	t1d3d9d26d27	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr1:74235857-74235877	0	20	16	0.2	b2o4d8t16	R	-	A	0
lnc_inter_chr10_9222	540	570	chr1:74235857-74235887	0	30	26	0.13	d2d8b25b26	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235857-74235887	0	30	25	0.17	t1d2d8d25d26	R	-	A	0
lnc_inter_chr10_9222	532	562	chr1:74235857-74235887	0	30	24	0.2	o1d2t4d8d25d26	R	-	A	0
lnc_inter_chr10_9222	538	568	chr1:74235858-74235888	0	30	24	0.2	d1d7d24d25o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235858-74235888	0	30	26	0.13	d1d7d24d25	R	-	A	0
lnc_inter_chr10_9222	532	562	chr1:74235858-74235888	0	30	24	0.2	b1t2t4d7d24d25	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr1:74235860-74235880	0	20	16	0.2	o2o4d5t16	R	-	A	0
lnc_inter_chr10_9222	532	554	chr1:74235860-74235882	0	22	18	0.18	o1t2t4d5	R	-	A	0
lnc_inter_chr10_9222	535	563	chr1:74235860-74235888	0	28	24	0.14	t1d5d22d23	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr1:74235861-74235881	0	20	17	0.15	o2b4t16	R	-	A	0
lnc_inter_chr10_9222	530	551	chr1:74235861-74235882	0	21	17	0.19	t1o3d4t6	R	-	A	0
lnc_inter_chr10_9222	537	564	chr1:74235861-74235888	0	27	24	0.11	d4d21d22	R	-	A	0
lnc_inter_chr10_9222	532	559	chr1:74235861-74235888	0	27	22	0.19	o1t2d4d21d22	R	-	A	0
lnc_inter_chr10_9222	538	568	chr1:74235861-74235891	0	30	25	0.17	d4d21d22b27b28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235861-74235891	0	30	24	0.2	t1d4d21d22d27d28	R	-	A	0
lnc_inter_chr10_9222	530	550	chr1:74235862-74235882	0	20	16	0.2	t1b3t4t6	R	-	A	0
lnc_inter_chr10_9222	539	569	chr1:74235862-74235892	0	30	25	0.17	d3d20d21b26b27	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235862-74235892	0	30	24	0.2	t1d3d20d21d26d27	R	-	A	0
lnc_inter_chr10_9222	532	557	chr1:74235863-74235888	0	25	20	0.2	o1d2t4d19d20	R	-	A	0
lnc_inter_chr10_9222	540	570	chr1:74235863-74235893	0	30	25	0.17	d2d19d20b25b26	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235863-74235893	0	30	24	0.2	t1d2d19d20d25d26	R	-	A	0
lnc_inter_chr10_9222	535	565	chr1:74235864-74235894	0	30	25	0.17	d1d18d19d24d25	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr1:74235866-74235886	0	20	16	0.2	o2o4d16d17	R	-	A	0
lnc_inter_chr10_9222	535	564	chr1:74235866-74235895	0	29	24	0.17	t1d16d17d22d23	R	-	A	0
lnc_inter_chr10_9222	1790	1810	chr1:74235867-74235887	0	20	16	0.2	t11b15d16t18	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr1:74235867-74235887	0	20	16	0.2	o2o4d15d16	R	-	A	0
lnc_inter_chr10_9222	537	565	chr1:74235867-74235895	0	28	24	0.14	d15d16d21d22	R	-	A	0
lnc_inter_chr10_9222	535	563	chr1:74235867-74235895	0	28	23	0.18	t1d15d16d21d22	R	-	A	0
lnc_inter_chr10_9222	535	562	chr1:74235868-74235895	0	27	22	0.19	t1d14d15d20d21	R	-	A	0
lnc_inter_chr10_9222	535	561	chr1:74235869-74235895	0	26	21	0.19	t1d13d14d19d20	R	-	A	0
lnc_inter_chr10_9222	535	560	chr1:74235870-74235895	0	25	20	0.2	t1d12d13d18d19	R	-	A	0
lnc_inter_chr10_9222	537	559	chr1:74235873-74235895	0	22	18	0.18	d9d10d15d16	R	-	A	0
lnc_inter_chr10_9222	537	558	chr1:74235874-74235895	0	21	17	0.19	d8d9d14d15	R	-	A	0
lnc_inter_chr10_9222	537	557	chr1:74235875-74235895	0	20	16	0.2	d7d8d13d14	R	-	A	0
lnc_inter_chr10_9222	545	565	chr1:180725274-180725294	0	20	16	0.2	d8t13d14d18	R	+	A	0
lnc_inter_chr10_9222	544	564	chr1:180725274-180725294	0	20	16	0.2	d8t13d14d18	R	+	A	0
lnc_inter_chr10_9222	543	563	chr1:180725274-180725294	0	20	16	0.2	d8t13d14d18	R	+	A	0
lnc_inter_chr10_9222	542	562	chr1:180725274-180725294	0	20	16	0.2	d8t13d14d18	R	+	A	0
lnc_inter_chr10_9222	540	560	chr1:180725274-180725294	0	20	16	0.2	d8t13d14d18	R	+	A	0
lnc_inter_chr10_9222	539	559	chr1:180725274-180725294	0	20	16	0.2	d8t13d14d18	R	+	A	0
lnc_inter_chr10_9222	538	558	chr1:180725274-180725294	0	20	16	0.2	d8t13d14d18	R	+	A	0
lnc_inter_chr10_9222	534	555	chr1:180725274-180725295	0	21	17	0.19	d8t13d14d18	R	+	A	0.048
lnc_inter_chr10_9222	535	557	chr1:180725274-180725296	0	22	18	0.18	d8t13d14d18	R	+	A	0.045
lnc_inter_chr10_9222	536	561	chr1:180725274-180725299	0	25	20	0.2	d8t13d14d18t20	R	+	A	0.04
lnc_inter_chr10_9222	2039	2061	chr10:13869047-13869069	0	22	19	0.14	d3o6o12	Y	-	P	0.82
lnc_inter_chr10_9222	2040	2062	chr10:13869047-13869069	0	22	18	0.18	t1d3o7o13	Y	-	P	0.77
lnc_inter_chr10_9222	2038	2058	chr10:13869048-13869068	0	20	17	0.15	d2o3o9	Y	-	P	0.85
lnc_inter_chr10_9222	2038	2059	chr10:13869048-13869069	0	21	18	0.14	d2o4o10	Y	-	P	0.86
lnc_inter_chr10_9222	2038	2059	chr10:13869051-13869072	0	21	17	0.19	o4o10d18d19	Y	-	P	0.81
lnc_inter_chr10_9222	2037	2060	chr10:13869051-13869074	0	23	19	0.17	o5o11d18d19	Y	-	P	0.78
lnc_inter_chr10_9222	2039	2060	chr10:13869052-13869073	0	21	17	0.19	o5o11d17d18	Y	-	P	0.81
lnc_inter_chr10_9222	2040	2060	chr10:13869053-13869073	0	20	16	0.2	o5o11d16d17	Y	-	P	0.8
lnc_inter_chr10_9222	2038	2059	chr10:60003201-60003222	0	21	17	0.19	b4o10t11d16	Y	-	P	0.81
lnc_inter_chr10_9222	221	241	chr10:107124135-107124155	0	20	16	0.2	t7d8d10t17	R	+	A	0.55
lnc_inter_chr10_9222	1810	1830	chr11:20112974-20112994	0	20	16	0.2	d1t3o9o10	R	+	A	0.3
lnc_inter_chr10_9222	2552	2572	chr11:20112974-20112994	0	20	16	0.2	d1t3o13o14	R	+	A	0.3
lnc_inter_chr10_9222	1808	1828	chr11:20112976-20112996	0	20	16	0.2	t1o7o8d18	R	+	A	0.3
lnc_inter_chr10_9222	1806	1826	chr11:20112978-20112998	0	20	16	0.2	o5o6d16t18	R	+	A	0.35
lnc_inter_chr10_9222	229	249	chr11:20113187-20113207	0	20	16	0.2	t1d4d7d10	R	+	A	0.55
lnc_inter_chr10_9222	535	555	chr11:23634407-23634427	0	20	16	0.2	t4d5t9d16	R	-	A	0.05
lnc_inter_chr10_9222	545	565	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	544	564	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	543	563	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	542	562	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	541	561	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	540	560	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	539	559	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	538	558	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	537	557	chr11:23634445-23634465	0	20	16	0.2	d3d7d14d17	R	-	A	0
lnc_inter_chr10_9222	545	565	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	544	564	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	543	563	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	542	562	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	541	561	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	540	560	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	539	559	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	538	558	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	537	557	chr11:23634449-23634469	0	20	16	0.2	d3d10d13d16	R	-	A	0
lnc_inter_chr10_9222	545	565	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	544	564	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	543	563	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	542	562	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	541	561	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	540	560	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	539	559	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	538	558	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	537	557	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	535	555	chr11:65163724-65163744	0	20	16	0.2	t8t12d17d18	R	+	A	0
lnc_inter_chr10_9222	530	550	chr11:78261008-78261028	0	20	16	0.2	t13t15o16t18	R	+	A	0
lnc_inter_chr10_9222	1790	1810	chr11:78261008-78261028	0	20	16	0.2	t1t3o4t8	R	+	A	0
lnc_inter_chr10_9222	1788	1808	chr11:78261008-78261028	0	20	16	0.2	t1o2t6o18	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261008-78261028	0	20	17	0.15	t3o15o17	R	+	A	0
lnc_inter_chr10_9222	530	551	chr11:78261008-78261029	0	21	17	0.19	t14t16o17t19	R	+	A	0
lnc_inter_chr10_9222	530	552	chr11:78261008-78261030	0	22	18	0.18	t15t17o18t20	R	+	A	0
lnc_inter_chr10_9222	535	559	chr11:78261008-78261032	0	24	23	0.042	t22	R	+	A	0
lnc_inter_chr10_9222	537	562	chr11:78261008-78261033	0	25	25	0	_	R	+	A	0
lnc_inter_chr10_9222	532	557	chr11:78261008-78261033	0	25	22	0.12	t20t22o23	R	+	A	0
lnc_inter_chr10_9222	530	555	chr11:78261008-78261033	0	25	21	0.16	t18t20o21t23	R	+	A	0
lnc_inter_chr10_9222	528	553	chr11:78261008-78261033	0	25	20	0.2	t16t18o19t21o23	R	+	A	0
lnc_inter_chr10_9222	538	564	chr11:78261008-78261034	0	26	26	0	_	R	+	A	0
lnc_inter_chr10_9222	528	554	chr11:78261008-78261034	0	26	21	0.19	t17t19o20t22o24	R	+	A	0
lnc_inter_chr10_9222	534	561	chr11:78261008-78261035	0	27	26	0.037	t24	R	+	A	0.037
lnc_inter_chr10_9222	535	563	chr11:78261008-78261036	0	28	28	0	_	R	+	A	0.036
lnc_inter_chr10_9222	528	556	chr11:78261008-78261036	0	28	23	0.18	t19t21o22t24o26	R	+	A	0
lnc_inter_chr10_9222	540	570	chr11:78261008-78261038	0	30	26	0.13	o3o4t26d28	R	+	A	0
lnc_inter_chr10_9222	539	569	chr11:78261008-78261038	0	30	26	0.13	o2o3t26d28	R	+	A	0
lnc_inter_chr10_9222	538	568	chr11:78261008-78261038	0	30	26	0.13	o1o2t26d28	R	+	A	0
lnc_inter_chr10_9222	535	565	chr11:78261008-78261038	0	30	28	0.067	t26d28	R	+	A	0
lnc_inter_chr10_9222	530	560	chr11:78261008-78261038	0	30	26	0.13	t23t25o26d28	R	+	A	0
lnc_inter_chr10_9222	528	558	chr11:78261008-78261038	0	30	26	0.13	t21t23o24b28	R	+	A	0.033
lnc_inter_chr10_9222	1790	1810	chr11:78261009-78261029	0	20	16	0.2	t1t3o4t8	R	+	A	0
lnc_inter_chr10_9222	1788	1808	chr11:78261009-78261029	0	20	16	0.2	t1o2t6o18	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261009-78261029	0	20	17	0.15	t3o15o17	R	+	A	0
lnc_inter_chr10_9222	540	570	chr11:78261009-78261039	0	30	26	0.13	o3o4t25d27	R	+	A	0
lnc_inter_chr10_9222	539	569	chr11:78261009-78261039	0	30	26	0.13	o2o3t25d27	R	+	A	0
lnc_inter_chr10_9222	538	568	chr11:78261009-78261039	0	30	26	0.13	o1o2t25d27	R	+	A	0
lnc_inter_chr10_9222	535	565	chr11:78261009-78261039	0	30	27	0.1	t25d27t28	R	+	A	0
lnc_inter_chr10_9222	532	562	chr11:78261009-78261039	0	30	28	0.067	d27o28	R	+	A	0.033
lnc_inter_chr10_9222	1790	1810	chr11:78261010-78261030	0	20	16	0.2	t1t3o4t8	R	+	A	0
lnc_inter_chr10_9222	1788	1808	chr11:78261010-78261030	0	20	16	0.2	t1o2t6o18	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261010-78261030	0	20	17	0.15	t3o15o17	R	+	A	0
lnc_inter_chr10_9222	537	565	chr11:78261010-78261038	0	28	26	0.071	t24d26	R	+	A	0
lnc_inter_chr10_9222	541	570	chr11:78261010-78261039	0	29	25	0.14	o3o4t24d26	R	+	A	0
lnc_inter_chr10_9222	534	564	chr11:78261010-78261040	0	30	27	0.1	t24d26t27	R	+	A	0.033
lnc_inter_chr10_9222	531	561	chr11:78261010-78261040	0	30	28	0.067	d26o27	R	+	A	0.067
lnc_inter_chr10_9222	1790	1810	chr11:78261011-78261031	0	20	16	0.2	t1t3o4t8	R	+	A	0
lnc_inter_chr10_9222	1788	1808	chr11:78261011-78261031	0	20	16	0.2	t1o2t6o18	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261011-78261031	0	20	17	0.15	t3o15o17	R	+	A	0
lnc_inter_chr10_9222	540	570	chr11:78261011-78261041	0	30	25	0.17	o3o4t23d25t28	R	+	A	0
lnc_inter_chr10_9222	539	569	chr11:78261011-78261041	0	30	25	0.17	o2o3t23d25t28	R	+	A	0
lnc_inter_chr10_9222	538	568	chr11:78261011-78261041	0	30	25	0.17	o1o2t23d25t28	R	+	A	0
lnc_inter_chr10_9222	535	565	chr11:78261011-78261041	0	30	28	0.067	t23d25	R	+	A	0.033
lnc_inter_chr10_9222	532	562	chr11:78261011-78261041	0	30	26	0.13	t23d25t27o28	R	+	A	0
lnc_inter_chr10_9222	530	560	chr11:78261011-78261041	0	30	28	0.067	d25o26	R	+	A	0.067
lnc_inter_chr10_9222	1790	1810	chr11:78261012-78261032	0	20	16	0.2	t1t3o4t8	R	+	A	0
lnc_inter_chr10_9222	1788	1808	chr11:78261012-78261032	0	20	16	0.2	t1o2t6o18	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261012-78261032	0	20	17	0.15	t3o15o17	R	+	A	0
lnc_inter_chr10_9222	540	570	chr11:78261012-78261042	0	30	25	0.17	o3o4t22d24t27	R	+	A	0
lnc_inter_chr10_9222	539	569	chr11:78261012-78261042	0	30	25	0.17	o2o3t22d24t27	R	+	A	0
lnc_inter_chr10_9222	538	568	chr11:78261012-78261042	0	30	25	0.17	o1o2t22d24t27	R	+	A	0
lnc_inter_chr10_9222	535	565	chr11:78261012-78261042	0	30	26	0.13	t22d24t27t28	R	+	A	0
lnc_inter_chr10_9222	532	562	chr11:78261012-78261042	0	30	26	0.13	t22d24t25o28	R	+	A	0.033
lnc_inter_chr10_9222	1790	1810	chr11:78261013-78261033	0	20	16	0.2	t1t3o4t8	R	+	A	0
lnc_inter_chr10_9222	1788	1808	chr11:78261013-78261033	0	20	16	0.2	t1o2t6o18	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261013-78261033	0	20	17	0.15	t3o15o17	R	+	A	0
lnc_inter_chr10_9222	537	565	chr11:78261013-78261041	0	28	25	0.11	t21d23t26	R	+	A	0
lnc_inter_chr10_9222	541	570	chr11:78261013-78261042	0	29	24	0.17	o3o4t21d23t26	R	+	A	0
lnc_inter_chr10_9222	534	564	chr11:78261013-78261043	0	30	26	0.13	t21d23t26t27	R	+	A	0.033
lnc_inter_chr10_9222	531	561	chr11:78261013-78261043	0	30	26	0.13	t21d23t24o27	R	+	A	0.067
lnc_inter_chr10_9222	1790	1810	chr11:78261014-78261034	0	20	16	0.2	t1t3o4t8	R	+	A	0
lnc_inter_chr10_9222	1788	1808	chr11:78261014-78261034	0	20	16	0.2	t1o2t6o18	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261014-78261034	0	20	17	0.15	t3o15o17	R	+	A	0
lnc_inter_chr10_9222	540	570	chr11:78261014-78261044	0	30	24	0.2	o3o4t20d22t25t28	R	+	A	0
lnc_inter_chr10_9222	539	569	chr11:78261014-78261044	0	30	24	0.2	o2o3t20d22t25t28	R	+	A	0
lnc_inter_chr10_9222	538	568	chr11:78261014-78261044	0	30	24	0.2	o1o2t20d22t25t28	R	+	A	0
lnc_inter_chr10_9222	535	565	chr11:78261014-78261044	0	30	27	0.1	t20d22t25	R	+	A	0.033
lnc_inter_chr10_9222	532	562	chr11:78261014-78261044	0	30	26	0.13	t20d22t27o28	R	+	A	0.033
lnc_inter_chr10_9222	530	560	chr11:78261014-78261044	0	30	26	0.13	t20d22t23o26	R	+	A	0.067
lnc_inter_chr10_9222	543	570	chr11:78261015-78261042	0	27	22	0.19	o3o4t19d21t24	R	+	A	0
lnc_inter_chr10_9222	1788	1808	chr11:78261016-78261036	0	20	16	0.2	t1o2t6o18	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261016-78261036	0	20	16	0.2	t3o15o17t18	R	+	A	0
lnc_inter_chr10_9222	544	570	chr11:78261016-78261042	0	26	21	0.19	o3o4t18d20t23	R	+	A	0
lnc_inter_chr10_9222	535	565	chr11:78261016-78261046	0	30	25	0.17	t18d20t23t26d28	R	+	A	0
lnc_inter_chr10_9222	530	560	chr11:78261016-78261046	0	30	25	0.17	t18d20t25o26d28	R	+	A	0.033
lnc_inter_chr10_9222	528	558	chr11:78261016-78261046	0	30	25	0.17	t18d20t21o24b28	R	+	A	0.067
lnc_inter_chr10_9222	545	570	chr11:78261017-78261042	0	25	20	0.2	o3o4t17d19t22	R	+	A	0
lnc_inter_chr10_9222	549	570	chr11:78261018-78261039	0	21	17	0.19	o3o4t16d18	R	+	A	0
lnc_inter_chr10_9222	537	565	chr11:78261018-78261046	0	28	23	0.18	t16d18t21t24d26	R	+	A	0
lnc_inter_chr10_9222	550	570	chr11:78261019-78261039	0	20	16	0.2	o3o4t15d17	R	+	A	0
lnc_inter_chr10_9222	1785	1805	chr11:78261019-78261039	0	20	17	0.15	t3o15b17	R	+	A	0
lnc_inter_chr10_9222	538	565	chr11:78261019-78261046	0	27	22	0.19	t15d17t20t23d25	R	+	A	0
lnc_inter_chr10_9222	539	565	chr11:78261020-78261046	0	26	21	0.19	t14d16t19t22d24	R	+	A	0
lnc_inter_chr10_9222	540	565	chr11:78261021-78261046	0	25	20	0.2	t13d15t18t21d23	R	+	A	0
