lnc	gname	DBR_ID	DBR	DBR_chr	DBR_start	DBR_end	DBR_span	DBR_RBR_count	DBR_TFO_count	DBR_RBR_span	DBR_TFO_abj1	DBR_TFO_abj2	DBR_score	DBR_error_rate	DBR_gc_error	BR_list
lnc_inter_chr10_8711	2310030G06Rik	lnc_inter_chr10_8711_2310030G06Rik_DBR1	1	chr10	1544	1564	20	1	1	20	1	1	17	0.15	0.2	lnc_inter_chr10_8711_DBR1_2310030G06Rik_RBR1
lnc_inter_chr10_8711	2310030G06Rik	lnc_inter_chr10_8711_2310030G06Rik_DBR2	2	chr10	3207	3228	21	1	1	21	1	1	17	0.19	0.24	lnc_inter_chr10_8711_DBR2_2310030G06Rik_RBR1
lnc_inter_chr10_8711	2310030G06Rik	lnc_inter_chr10_8711_2310030G06Rik_DBR3	3	chr10	10523	10544	21	1	1	21	1	1	17	0.19	0.33	lnc_inter_chr10_8711_DBR3_2310030G06Rik_RBR1
lnc_inter_chr10_8711	2310030G06Rik	lnc_inter_chr10_8711_2310030G06Rik_DBR4	4	chr10	12251	12276	25	1	4	37	1.8048780487804879	7.219512195121951	16.5	0.195	0.33	lnc_inter_chr10_8711_DBR4_2310030G06Rik_RBR1
lnc_inter_chr10_8711	2310030G06Rik	lnc_inter_chr10_8711_2310030G06Rik_DBR5	5	chr10	13609	13644	35	1	4	44	2.2	8.8	16	0.2	0.1125	lnc_inter_chr10_8711_DBR5_2310030G06Rik_RBR1
lnc_inter_chr10_8711	2510039O18Rik	lnc_inter_chr10_8711_2510039O18Rik_DBR1	1	chr10	1756	1776	20	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_8711_DBR1_2510039O18Rik_RBR3
lnc_inter_chr10_8711	2510039O18Rik	lnc_inter_chr10_8711_2510039O18Rik_DBR2	2	chr10	4815	4835	20	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_8711_DBR2_2510039O18Rik_RBR2
lnc_inter_chr10_8711	2510039O18Rik	lnc_inter_chr10_8711_2510039O18Rik_DBR3	3	chr10	13603	13644	41	2	8	52	2.4238482384823845	9.695392953929538	17.375	0.19125	0.07175	lnc_inter_chr10_8711_DBR3_2510039O18Rik_RBR1,lnc_inter_chr10_8711_DBR3_2510039O18Rik_RBR3
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_DBR1	1	chr10	2619	2639	20	1	2	22	1.1	2.2	16	0.2	0.05	lnc_inter_chr10_8711_DBR1_2610507B11Rik_RBR1
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_DBR2	2	chr10	2926	2946	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_8711_DBR2_2610507B11Rik_RBR1
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_DBR3	3	chr10	3207	3238	31	1	31	36	1.7090352220520673	52.98009188361409	17.612903225806452	0.16225806451612904	0.019483870967741936	lnc_inter_chr10_8711_DBR3_2610507B11Rik_RBR1
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_DBR4	4	chr10	3249	3272	23	1	18	31	1.537190082644628	27.669421487603305	16.944444444444443	0.15944444444444444	0.005166666666666667	lnc_inter_chr10_8711_DBR4_2610507B11Rik_RBR1
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_DBR5	5	chr10	13599	13646	47	2	150	64	2.512495147166664	204.16031604526435	20.6734693877551	0.1810748299319728	0.006642857142857143	lnc_inter_chr10_8711_DBR5_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR5_2610507B11Rik_RBR2
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_DBR6	6	chr10	15796	15816	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_8711_DBR6_2610507B11Rik_RBR1
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_DBR7	7	chr10	18334	18355	21	1	17	32	1.5906432748538013	27.04093567251462	16.11764705882353	0.1988235294117647	0.005647058823529412	lnc_inter_chr10_8711_DBR7_2610507B11Rik_RBR1
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_DBR8	8	chr10	19013	19034	21	1	7	27	1.3404255319148937	9.382978723404255	16.142857142857142	0.1985714285714286	0.006857142857142858	lnc_inter_chr10_8711_DBR8_2610507B11Rik_RBR1
lnc_inter_chr10_8711	2900026A02Rik	lnc_inter_chr10_8711_2900026A02Rik_DBR1	1	chr10	3214	3237	23	1	3	30	1.4754098360655739	4.426229508196721	16.333333333333332	0.19666666666666668	0.11333333333333334	lnc_inter_chr10_8711_DBR1_2900026A02Rik_RBR1
lnc_inter_chr10_8711	2900026A02Rik	lnc_inter_chr10_8711_2900026A02Rik_DBR2	2	chr10	3251	3271	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_8711_DBR2_2900026A02Rik_RBR1
lnc_inter_chr10_8711	2900026A02Rik	lnc_inter_chr10_8711_2900026A02Rik_DBR3	3	chr10	13603	13643	40	2	38	62	2.8124591983287637	61.01783849066458	17.57088122605364	0.19	0.037318007662835245	lnc_inter_chr10_8711_DBR3_2900026A02Rik_RBR1,lnc_inter_chr10_8711_DBR3_2900026A02Rik_RBR2
lnc_inter_chr10_8711	9130401M01Rik	lnc_inter_chr10_8711_9130401M01Rik_DBR1	1	chr10	3217	3237	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_8711_DBR1_9130401M01Rik_RBR2
lnc_inter_chr10_8711	9130401M01Rik	lnc_inter_chr10_8711_9130401M01Rik_DBR2	2	chr10	13603	13623	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_8711_DBR2_9130401M01Rik_RBR1
lnc_inter_chr10_8711	A430005L14Rik	lnc_inter_chr10_8711_A430005L14Rik_DBR1	1	chr10	4653	4683	30	1	7	26	1.1375	7.9624999999999995	18.857142857142858	0.1742857142857143	0.41285714285714287	lnc_inter_chr10_8711_DBR1_A430005L14Rik_RBR2
lnc_inter_chr10_8711	A430005L14Rik	lnc_inter_chr10_8711_A430005L14Rik_DBR2	2	chr10	8679	8699	20	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_8711_DBR2_A430005L14Rik_RBR3
lnc_inter_chr10_8711	A430005L14Rik	lnc_inter_chr10_8711_A430005L14Rik_DBR3	3	chr10	11662	11785	123	1	35	36	1.33051742344245	46.568109820485745	21.742857142857144	0.19542857142857142	0.39685714285714285	lnc_inter_chr10_8711_DBR3_A430005L14Rik_RBR2
lnc_inter_chr10_8711	A430005L14Rik	lnc_inter_chr10_8711_A430005L14Rik_DBR4	4	chr10	13605	13632	27	1	2	26	1.0833333333333333	2.1666666666666665	19.5	0.185	0.1055	lnc_inter_chr10_8711_DBR4_A430005L14Rik_RBR1
lnc_inter_chr10_8711	A430005L14Rik	lnc_inter_chr10_8711_A430005L14Rik_DBR5	5	chr10	18406	18451	45	1	22	36	1.4067495559502665	30.948490230905865	20.863636363636363	0.18272727272727274	0.3986363636363636	lnc_inter_chr10_8711_DBR5_A430005L14Rik_RBR2
lnc_inter_chr10_8711	AI987944	lnc_inter_chr10_8711_AI987944_DBR1	1	chr10	11667	11688	21	1	1	21	1	1	17	0.19	0.43	lnc_inter_chr10_8711_DBR1_AI987944_RBR2
lnc_inter_chr10_8711	AI987944	lnc_inter_chr10_8711_AI987944_DBR2	2	chr10	12247	12272	25	1	1	25	1	1	20	0.2	0.4	lnc_inter_chr10_8711_DBR2_AI987944_RBR2
lnc_inter_chr10_8711	AI987944	lnc_inter_chr10_8711_AI987944_DBR3	3	chr10	14375	14397	22	1	1	22	1	1	18	0.18	0.68	lnc_inter_chr10_8711_DBR3_AI987944_RBR1
lnc_inter_chr10_8711	Aaas	lnc_inter_chr10_8711_Aaas_DBR1	1	chr10	13614	13643	29	1	6	20	1	6	16	0.2	0	lnc_inter_chr10_8711_DBR1_Aaas_RBR1
lnc_inter_chr10_8711	Aar2	lnc_inter_chr10_8711_Aar2_DBR1	1	chr10	3214	3235	21	1	1	21	1	1	17	0.19	0.19	lnc_inter_chr10_8711_DBR1_Aar2_RBR2
lnc_inter_chr10_8711	Aar2	lnc_inter_chr10_8711_Aar2_DBR2	2	chr10	4667	4687	20	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_8711_DBR2_Aar2_RBR1
lnc_inter_chr10_8711	Aar2	lnc_inter_chr10_8711_Aar2_DBR3	3	chr10	11665	11685	20	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_8711_DBR3_Aar2_RBR1
lnc_inter_chr10_8711	Aar2	lnc_inter_chr10_8711_Aar2_DBR4	4	chr10	13623	13644	21	1	1	21	1	1	17	0.19	0.14	lnc_inter_chr10_8711_DBR4_Aar2_RBR2
lnc_inter_chr10_8711	Aarsd1	lnc_inter_chr10_8711_Aarsd1_DBR1	1	chr10	3217	3237	20	1	2	21	1.05	2.1	16	0.2	0	lnc_inter_chr10_8711_DBR1_Aarsd1_RBR1
lnc_inter_chr10_8711	Aarsd1	lnc_inter_chr10_8711_Aarsd1_DBR2	2	chr10	13610	13643	33	1	19	35	1.5683962264150944	29.79952830188679	18.36842105263158	0.17526315789473684	0	lnc_inter_chr10_8711_DBR2_Aarsd1_RBR1
lnc_inter_chr10_8711	Abca3	lnc_inter_chr10_8711_Abca3_DBR1	1	chr10	4656	4680	24	1	3	20	1	3	16	0.2	0.45	lnc_inter_chr10_8711_DBR1_Abca3_RBR1
lnc_inter_chr10_8711	Abca3	lnc_inter_chr10_8711_Abca3_DBR2	2	chr10	11660	11682	22	1	2	20	1	2	16	0.2	0.475	lnc_inter_chr10_8711_DBR2_Abca3_RBR1
lnc_inter_chr10_8711	Abca3	lnc_inter_chr10_8711_Abca3_DBR3	3	chr10	11716	11780	64	1	13	20	1	13	16	0.2	0.45	lnc_inter_chr10_8711_DBR3_Abca3_RBR1
lnc_inter_chr10_8711	Abca3	lnc_inter_chr10_8711_Abca3_DBR4	4	chr10	18409	18441	32	1	12	21	1.045643153526971	12.547717842323653	16.083333333333332	0.1991666666666667	0.44833333333333336	lnc_inter_chr10_8711_DBR4_Abca3_RBR1
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR1	1	chr10	1756	1777	21	1	1	21	1	1	17	0.19	0.19	lnc_inter_chr10_8711_DBR1_Abca8a_RBR2
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR2	2	chr10	3207	3237	30	2	3	40	2	3	16.5	0.175	0.075	lnc_inter_chr10_8711_DBR2_Abca8a_RBR1,lnc_inter_chr10_8711_DBR2_Abca8a_RBR2
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR3	3	chr10	3251	3271	20	1	1	20	1	1	16	0.2	0	lnc_inter_chr10_8711_DBR3_Abca8a_RBR1
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR4	4	chr10	4643	4696	53	2	200	102	4.192973858970243	627.5096233461194	19.107142857142858	0.17752551020408164	0.3872704081632653	lnc_inter_chr10_8711_DBR4_Abca8a_RBR3,lnc_inter_chr10_8711_DBR4_Abca8a_RBR4
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR5	5	chr10	10528	10549	21	1	2	22	1.0731707317073171	2.1463414634146343	16.5	0.195	0.39	lnc_inter_chr10_8711_DBR5_Abca8a_RBR3
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR6	6	chr10	11642	11784	142	2	1621	110	3.9797724057388564	4797.057395954083	22.17523779891546	0.13685869855098232	0.40434838652324656	lnc_inter_chr10_8711_DBR6_Abca8a_RBR3,lnc_inter_chr10_8711_DBR6_Abca8a_RBR4
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR7	7	chr10	13600	13643	43	2	52	101	4.643505315011667	161.92377495462793	17.22142857142857	0.18844047619047619	0.06815476190476191	lnc_inter_chr10_8711_DBR7_Abca8a_RBR1,lnc_inter_chr10_8711_DBR7_Abca8a_RBR2
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR8	8	chr10	18275	18308	33	1	25	73	3.125	78.125	20.04	0.1416	0.5084	lnc_inter_chr10_8711_DBR8_Abca8a_RBR3
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_DBR9	9	chr10	18409	18459	50	2	700	104	3.8006785696465033	1882.4701095937369	22.122839424726216	0.14043053173241854	0.39136759466948146	lnc_inter_chr10_8711_DBR9_Abca8a_RBR3,lnc_inter_chr10_8711_DBR9_Abca8a_RBR4
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR1	1	chr10	4645	4696	51	1	64	68	2.517061885482938	161.09196067090804	22.640625	0.16240625	0.40609375000000003	lnc_inter_chr10_8711_DBR1_Abcb7_RBR3
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR2	2	chr10	10529	10550	21	1	3	46	2.3	6.8999999999999995	16.666666666666668	0.16666666666666666	0.4	lnc_inter_chr10_8711_DBR2_Abcb7_RBR3
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR3	3	chr10	11643	11786	143	2	1019	95	3.5130838352917944	2559.3193443270466	20.733300589390964	0.17324066797642437	0.46891944990176815	lnc_inter_chr10_8711_DBR3_Abcb7_RBR1,lnc_inter_chr10_8711_DBR3_Abcb7_RBR3
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR4	4	chr10	12003	12023	20	1	1	20	1	1	16	0.2	0.75	lnc_inter_chr10_8711_DBR4_Abcb7_RBR2
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR5	5	chr10	12249	12273	24	1	4	27	1.2705882352941176	5.08235294117647	17.25	0.1875	0.375	lnc_inter_chr10_8711_DBR5_Abcb7_RBR3
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR6	6	chr10	12649	12669	20	1	1	20	1	1	16	0.2	0.3	lnc_inter_chr10_8711_DBR6_Abcb7_RBR3
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR7	7	chr10	12999	13019	20	1	1	20	1	1	16	0.2	0.35	lnc_inter_chr10_8711_DBR7_Abcb7_RBR3
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR8	8	chr10	18277	18309	32	1	20	67	3.004484304932735	60.0896860986547	18.35	0.17600000000000002	0.4965	lnc_inter_chr10_8711_DBR8_Abcb7_RBR3
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_DBR9	9	chr10	18403	18459	56	1	358	76	2.564856711915535	918.2187028657617	25.424581005586592	0.1415586592178771	0.42620111731843574	lnc_inter_chr10_8711_DBR9_Abcb7_RBR3
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_DBR1	1	chr10	3207	3232	25	1	1	25	1	1	20	0.2	0.08	lnc_inter_chr10_8711_DBR1_Abcd2_RBR3
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_DBR2	2	chr10	3251	3271	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_8711_DBR2_Abcd2_RBR3
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_DBR3	3	chr10	4655	4681	26	1	4	22	1.0232558139534884	4.093023255813954	17.5	0.185	0.3575	lnc_inter_chr10_8711_DBR3_Abcd2_RBR1
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_DBR4	4	chr10	11673	11695	22	1	2	22	1.0476190476190477	2.0952380952380953	17	0.19	0.355	lnc_inter_chr10_8711_DBR4_Abcd2_RBR1
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_DBR5	5	chr10	11716	11770	54	1	14	22	1.019867549668874	14.278145695364238	17.571428571428573	0.18428571428571427	0.3578571428571428	lnc_inter_chr10_8711_DBR5_Abcd2_RBR1
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_DBR6	6	chr10	11934	11961	27	1	2	27	1.3170731707317074	2.6341463414634148	17	0.17	0.365	lnc_inter_chr10_8711_DBR6_Abcd2_RBR4
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_DBR7	7	chr10	13603	13644	41	2	23	60	2.565201101210354	29.00500105885611	18.9375	0.1923214285714286	0.02534375	lnc_inter_chr10_8711_DBR7_Abcd2_RBR2,lnc_inter_chr10_8711_DBR7_Abcd2_RBR3
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_DBR8	8	chr10	18410	18441	31	1	14	22	1.019867549668874	14.278145695364238	17.571428571428573	0.18428571428571427	0.35428571428571426	lnc_inter_chr10_8711_DBR8_Abcd2_RBR1
lnc_inter_chr10_8711	Abcg2	lnc_inter_chr10_8711_Abcg2_DBR1	1	chr10	3215	3235	20	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_8711_DBR1_Abcg2_RBR1
lnc_inter_chr10_8711	Abcg2	lnc_inter_chr10_8711_Abcg2_DBR2	2	chr10	8685	8707	22	1	2	41	2.05	4.1	16	0.2	0.4	lnc_inter_chr10_8711_DBR2_Abcg2_RBR1
lnc_inter_chr10_8711	Abcg2	lnc_inter_chr10_8711_Abcg2_DBR3	3	chr10	11668	11693	25	1	1	25	1	1	20	0.2	0.36	lnc_inter_chr10_8711_DBR3_Abcg2_RBR1
lnc_inter_chr10_8711	Abcg2	lnc_inter_chr10_8711_Abcg2_DBR4	4	chr10	12050	12070	20	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_8711_DBR4_Abcg2_RBR1
lnc_inter_chr10_8711	Abcg2	lnc_inter_chr10_8711_Abcg2_DBR5	5	chr10	13609	13638	29	1	4	23	1.0952380952380953	4.380952380952381	17	0.19	0.14	lnc_inter_chr10_8711_DBR5_Abcg2_RBR1
lnc_inter_chr10_8711	Abcg2	lnc_inter_chr10_8711_Abcg2_DBR6	6	chr10	18405	18425	20	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_8711_DBR6_Abcg2_RBR2
lnc_inter_chr10_8711	Abhd14a	lnc_inter_chr10_8711_Abhd14a_DBR1	1	chr10	11351	11372	21	1	1	21	1	1	17	0.19	0.48	lnc_inter_chr10_8711_DBR1_Abhd14a_RBR1
lnc_inter_chr10_8711	Acbd3	lnc_inter_chr10_8711_Acbd3_DBR1	1	chr10	3212	3237	25	1	2	26	1.1555555555555554	2.311111111111111	18	0.2	0.08499999999999999	lnc_inter_chr10_8711_DBR1_Acbd3_RBR1
lnc_inter_chr10_8711	Acbd3	lnc_inter_chr10_8711_Acbd3_DBR2	2	chr10	13600	13641	41	1	4	27	1.255813953488372	5.023255813953488	17.25	0.1975	0.05675	lnc_inter_chr10_8711_DBR2_Acbd3_RBR1
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR1	1	chr10	3217	3237	20	1	2	20	1	2	16	0.2	0	lnc_inter_chr10_8711_DBR1_Acbd4_RBR1
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR2	2	chr10	3251	3271	20	1	1	20	1	1	16	0.2	0	lnc_inter_chr10_8711_DBR2_Acbd4_RBR1
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR3	3	chr10	4663	4683	20	1	1	20	1	1	16	0.2	0.45	lnc_inter_chr10_8711_DBR3_Acbd4_RBR2
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR4	4	chr10	11669	11691	22	1	1	22	1	1	18	0.18	0.5	lnc_inter_chr10_8711_DBR4_Acbd4_RBR2
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR5	5	chr10	11761	11782	21	1	1	21	1	1	17	0.19	0.48	lnc_inter_chr10_8711_DBR5_Acbd4_RBR2
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR6	6	chr10	13603	13643	40	1	40	24	1.1201866977829638	44.807467911318554	17.45	0.1845	0.002375	lnc_inter_chr10_8711_DBR6_Acbd4_RBR1
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR7	7	chr10	16833	16855	22	1	1	22	1	1	18	0.18	0.55	lnc_inter_chr10_8711_DBR7_Acbd4_RBR2
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR8	8	chr10	18281	18302	21	1	1	21	1	1	17	0.19	0.48	lnc_inter_chr10_8711_DBR8_Acbd4_RBR2
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR9	9	chr10	18334	18354	20	1	2	20	1	2	16	0.2	0	lnc_inter_chr10_8711_DBR9_Acbd4_RBR1
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_DBR10	10	chr10	18409	18429	20	1	1	20	1	1	16	0.2	0.45	lnc_inter_chr10_8711_DBR10_Acbd4_RBR2
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR1	1	chr10	1755	1775	20	1	1	20	1	1	16	0.2	0.1	lnc_inter_chr10_8711_DBR1_Acp6_RBR1
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR2	2	chr10	2617	2639	22	1	3	25	1.25	3.75	16	0.2	0.06666666666666667	lnc_inter_chr10_8711_DBR2_Acp6_RBR1
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR3	3	chr10	2912	2940	28	1	6	42	2.1	12.600000000000001	16	0.2	0.06666666666666667	lnc_inter_chr10_8711_DBR3_Acp6_RBR1
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR4	4	chr10	3208	3241	33	3	45	105	5.036083264535913	116.11544403821208	16.58119658119658	0.19444444444444445	0.03739316239316239	lnc_inter_chr10_8711_DBR4_Acp6_RBR1,lnc_inter_chr10_8711_DBR4_Acp6_RBR2,lnc_inter_chr10_8711_DBR4_Acp6_RBR3
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR5	5	chr10	3251	3272	21	2	22	68	3.3943569553805775	44.49278215223097	16.157894736842103	0.1931578947368421	0.0038947368421052633	lnc_inter_chr10_8711_DBR5_Acp6_RBR1,lnc_inter_chr10_8711_DBR5_Acp6_RBR2
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR6	6	chr10	4572	4599	27	1	2	27	1.173913043478261	2.347826086956522	18.5	0.195	0.044	lnc_inter_chr10_8711_DBR6_Acp6_RBR1
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR7	7	chr10	4815	4836	21	1	2	23	1.1219512195121952	2.2439024390243905	16.5	0.195	0.0975	lnc_inter_chr10_8711_DBR7_Acp6_RBR1
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR8	8	chr10	13593	13648	55	3	291	123	4.982138998448441	566.3931176490187	19.636664152840623	0.18716729512317748	0.0281982905982906	lnc_inter_chr10_8711_DBR8_Acp6_RBR1,lnc_inter_chr10_8711_DBR8_Acp6_RBR2,lnc_inter_chr10_8711_DBR8_Acp6_RBR3
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR9	9	chr10	15791	15816	25	2	8	53	2.65	12.549999999999999	16.5	0.175	0.08214285714285716	lnc_inter_chr10_8711_DBR9_Acp6_RBR1,lnc_inter_chr10_8711_DBR9_Acp6_RBR3
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR10	10	chr10	18334	18354	20	1	10	36	1.8	18	16.2	0.19	0.015000000000000001	lnc_inter_chr10_8711_DBR10_Acp6_RBR1
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_DBR11	11	chr10	19013	19034	21	1	3	27	1.35	4.050000000000001	16	0.2	0.03333333333333333	lnc_inter_chr10_8711_DBR11_Acp6_RBR1
lnc_inter_chr10_8711	Actb	lnc_inter_chr10_8711_Actb_DBR1	1	chr10	1544	1565	21	1	1	21	1	1	17	0.19	0.14	lnc_inter_chr10_8711_DBR1_Actb_RBR1
