lnc	gname	DBR_ID	DBR	DBR_chr	DBR_start	DBR_end	DBR_span	DBR_RBR_count	DBR_TFO_count	DBR_RBR_span	DBR_TFO_abj1	DBR_TFO_abj2	DBR_score	DBR_error_rate	DBR_gc_error	BR_list
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR11	11	chr10	15812	15837	25	1	43	88	3.8890030832476876	167.22713257965057	18.348837209302324	0.18976744186046512	0.36046511627906974	lnc_inter_chr10_9224_DBR11_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR12	12	chr10	16481	16510	29	2	3	42	2.1	3.2	16	0.2	0.037500000000000006	lnc_inter_chr10_9224_DBR12_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR12_0610010F05Rik_RBR4
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR13	13	chr10	19087	19107	20	1	20	57	2.85	57	16	0.2	0.35	lnc_inter_chr10_9224_DBR13_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR14	14	chr10	19127	19147	20	1	14	42	2.1	29.400000000000002	16	0.2	0.4	lnc_inter_chr10_9224_DBR14_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR15	15	chr10	20063	20087	24	2	11	45	2.2	13	16.5	0.195	0.07	lnc_inter_chr10_9224_DBR15_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR15_0610010F05Rik_RBR4
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR16	16	chr10	20146	20175	29	1	56	73	3.2367379255740305	181.25732383214572	18.178571428571427	0.19446428571428573	0.31589285714285714	lnc_inter_chr10_9224_DBR16_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR17	17	chr10	25517	25587	70	1	873	95	3.175517861929012	2772.2270934640273	27.47079037800687	0.08200801832760596	0.42813287514318443	lnc_inter_chr10_9224_DBR17_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR18	18	chr10	27485	27538	53	1	793	96	3.2159513349104425	2550.2494085839808	27.209331651954603	0.08882471626733922	0.4268978562421185	lnc_inter_chr10_9224_DBR18_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR19	19	chr10	27919	27939	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_9224_DBR19_0610010F05Rik_RBR3
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR20	20	chr10	29715	29756	41	1	194	91	3.1485642946317105	610.8214731585518	25.257731958762886	0.1263659793814433	0.3974742268041237	lnc_inter_chr10_9224_DBR20_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR21	21	chr10	32650	32672	22	1	1	22	1	1	18	0.18	0.18	lnc_inter_chr10_9224_DBR21_0610010F05Rik_RBR3
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR22	22	chr10	34737	34761	24	1	55	73	3.5593971631205674	195.7668439716312	16.8	0.18036363636363636	0.37981818181818183	lnc_inter_chr10_9224_DBR22_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR23	23	chr10	34816	34836	20	1	1	20	1	1	17	0.15	0.15	lnc_inter_chr10_9224_DBR23_0610010F05Rik_RBR3
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR24	24	chr10	35515	35535	20	1	1	20	1	1	16	0.2	0.1	lnc_inter_chr10_9224_DBR24_0610010F05Rik_RBR3
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR25	25	chr10	37897	37952	55	2	39	104	4.249217935349322	124.47028154327424	19.171052631578945	0.1867105263157895	0.27578947368421053	lnc_inter_chr10_9224_DBR25_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR25_0610010F05Rik_RBR3
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR26	26	chr10	48613	48635	22	1	1	22	1	1	18	0.18	0.27	lnc_inter_chr10_9224_DBR26_0610010F05Rik_RBR3
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR27	27	chr10	48730	48829	99	1	1447	98	3.273000046161658	4736.031066795919	27.641326883206634	0.0769612992398065	0.4286592950932965	lnc_inter_chr10_9224_DBR27_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR28	28	chr10	50103	50172	69	1	1876	96	3.2096380388872054	6021.280960952397	27.527185501066096	0.07977931769722815	0.4236407249466951	lnc_inter_chr10_9224_DBR28_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR29	29	chr10	50371	50392	21	1	8	51	2.4285714285714284	19.428571428571427	17	0.19	0.38	lnc_inter_chr10_9224_DBR29_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR30	30	chr10	54874	54894	20	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_9224_DBR30_0610010F05Rik_RBR3
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR31	31	chr10	60612	60671	59	1	242	87	2.990625	723.73125	23.805785123966942	0.18243801652892563	0.34070247933884296	lnc_inter_chr10_9224_DBR31_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR32	32	chr10	60674	60715	41	1	61	71	2.7709532949456173	169.02815099168265	20.57377049180328	0.19704918032786886	0.30475409836065576	lnc_inter_chr10_9224_DBR32_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR33	33	chr10	60723	60762	39	1	185	91	3.1268573551263	578.4686106983655	23.654054054054054	0.1877837837837838	0.3102162162162162	lnc_inter_chr10_9224_DBR33_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR34	34	chr10	60765	60939	174	2	1179	114	4.222685036847164	3795.100288369112	20.081138487680544	0.1859834324553951	0.39338572642310965	lnc_inter_chr10_9224_DBR34_0610010F05Rik_RBR1,lnc_inter_chr10_9224_DBR34_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR35	35	chr10	61776	61807	31	1	52	88	3.6843800322061195	191.58776167471822	19.442307692307693	0.1853846153846154	0.35173076923076924	lnc_inter_chr10_9224_DBR35_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR36	36	chr10	62063	62084	21	1	14	79	3.761904761904762	52.666666666666664	17	0.19	0.29	lnc_inter_chr10_9224_DBR36_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR37	37	chr10	66604	66644	40	1	56	72	2.8	156.79999999999998	20.785714285714285	0.19035714285714286	0.4564285714285714	lnc_inter_chr10_9224_DBR37_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR38	38	chr10	73058	73098	40	1	115	86	3.0515273063869177	350.9256402344955	22.756521739130434	0.19304347826086957	0.31017391304347824	lnc_inter_chr10_9224_DBR38_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR39	39	chr10	73571	73596	25	2	4	46	2.3	4.6	16	0.2	0.037500000000000006	lnc_inter_chr10_9224_DBR39_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR39_0610010F05Rik_RBR4
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR40	40	chr10	79105	79127	22	2	2	40	2	2	16	0.2	0.025	lnc_inter_chr10_9224_DBR40_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR40_0610010F05Rik_RBR4
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR41	41	chr10	81043	81101	58	1	1219	98	3.281923076923077	4000.664230769231	27.580803937653815	0.07663166529942576	0.4271205906480722	lnc_inter_chr10_9224_DBR41_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR42	42	chr10	81735	81798	63	1	585	98	3.28125	1919.53125	27.07863247863248	0.09355384615384615	0.4156410256410256	lnc_inter_chr10_9224_DBR42_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR43	43	chr10	81947	82027	80	1	1044	92	3.0734376499952	3208.668906594989	27.237547892720308	0.0899616858237548	0.42399425287356324	lnc_inter_chr10_9224_DBR43_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_DBR44	44	chr10	82604	82628	24	2	17	44	2.2	20.2	16	0.2	0.025	lnc_inter_chr10_9224_DBR44_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR44_0610010F05Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR1	1	chr10	2001	2021	20	1	1	20	1	1	16	0.2	0.3	lnc_inter_chr10_9224_DBR1_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR2	2	chr10	3141	3161	20	1	1	20	1	1	16	0.2	0.1	lnc_inter_chr10_9224_DBR2_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR3	3	chr10	3665	3734	69	1	17	31	1.3308080808080809	22.623737373737374	19.41176470588235	0.16647058823529412	0.3611764705882353	lnc_inter_chr10_9224_DBR3_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR4	4	chr10	3753	3777	24	1	3	24	1.2	3.5999999999999996	16.333333333333332	0.18333333333333335	0.3	lnc_inter_chr10_9224_DBR4_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR5	5	chr10	3785	3828	43	1	7	33	1.3668639053254439	9.568047337278108	20	0.1742857142857143	0.27	lnc_inter_chr10_9224_DBR5_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR6	6	chr10	3849	3895	46	1	11	41	1.64	18.04	20.636363636363637	0.17245454545454547	0.2918181818181818	lnc_inter_chr10_9224_DBR6_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR7	7	chr10	6142	6180	38	2	43	45	2.167964404894327	50.05450500556173	16.702380952380953	0.19297619047619047	0.07933333333333333	lnc_inter_chr10_9224_DBR7_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR7_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR8	8	chr10	8950	8977	27	1	2	22	1.1	2.2	16.5	0.175	0.35	lnc_inter_chr10_9224_DBR8_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR9	9	chr10	9369	9394	25	1	2	29	1.2608695652173914	2.5217391304347827	19	0.17	0.32499999999999996	lnc_inter_chr10_9224_DBR9_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR10	10	chr10	13120	13141	21	1	1	21	1	1	17	0.19	0.095	lnc_inter_chr10_9224_DBR10_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR11	11	chr10	13498	13522	24	1	2	24	1.0909090909090908	2.1818181818181817	18	0.18	0.045	lnc_inter_chr10_9224_DBR11_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR12	12	chr10	16477	16509	32	1	4	22	1.0731707317073171	4.2926829268292686	16.5	0.195	0.036250000000000004	lnc_inter_chr10_9224_DBR12_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR13	13	chr10	18813	18833	20	1	1	20	1	1	16	0.2	0.35	lnc_inter_chr10_9224_DBR13_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR14	14	chr10	20060	20086	26	1	19	25	1.2179487179487178	23.14102564102564	16.842105263157894	0.17894736842105263	0.009789473684210527	lnc_inter_chr10_9224_DBR14_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR15	15	chr10	20630	20652	22	1	1	22	1	1	18	0.18	0.091	lnc_inter_chr10_9224_DBR15_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR16	16	chr10	26085	26124	39	1	2	21	1.05	2.1	16	0.2	0.42500000000000004	lnc_inter_chr10_9224_DBR16_1110004F10Rik_RBR1
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR17	17	chr10	26146	26167	21	1	1	21	1	1	17	0.19	0.38	lnc_inter_chr10_9224_DBR17_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR18	18	chr10	27919	27940	21	1	1	21	1	1	17	0.19	0.048	lnc_inter_chr10_9224_DBR18_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR19	19	chr10	31041	31062	21	1	1	21	1	1	17	0.19	0.19	lnc_inter_chr10_9224_DBR19_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR20	20	chr10	32513	32533	20	1	1	20	1	1	16	0.2	0.35	lnc_inter_chr10_9224_DBR20_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR21	21	chr10	32628	32649	21	1	2	24	1.170731707317073	2.341463414634146	16.5	0.195	0.049	lnc_inter_chr10_9224_DBR21_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR22	22	chr10	32652	32674	22	2	4	43	2.064516129032258	4.193548387096774	16.833333333333336	0.19166666666666665	0.1275	lnc_inter_chr10_9224_DBR22_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR22_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR23	23	chr10	33266	33288	22	1	1	22	1	1	18	0.18	0.32	lnc_inter_chr10_9224_DBR23_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR24	24	chr10	34785	34807	22	1	2	21	1	2	17	0.19	0.19	lnc_inter_chr10_9224_DBR24_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR25	25	chr10	34966	34986	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_9224_DBR25_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR26	26	chr10	35507	35535	28	1	3	28	1.1506849315068495	3.4520547945205484	19.666666666666668	0.19	0.20333333333333334	lnc_inter_chr10_9224_DBR26_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR27	27	chr10	36366	36386	20	1	1	20	1	1	16	0.2	0.3	lnc_inter_chr10_9224_DBR27_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR28	28	chr10	36492	36514	22	1	2	22	1.1	2.2	16	0.2	0.35	lnc_inter_chr10_9224_DBR28_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR29	29	chr10	37874	37914	40	2	5	49	2.248936170212766	5.597872340425532	17.5	0.195	0.1325	lnc_inter_chr10_9224_DBR29_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR29_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR30	30	chr10	37948	38139	191	1	77	36	1.62390158172232	125.04042179261863	18.038961038961038	0.1877922077922078	0.2707792207792208	lnc_inter_chr10_9224_DBR30_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR31	31	chr10	38167	38190	23	1	1	23	1	1	19	0.17	0.35	lnc_inter_chr10_9224_DBR31_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR32	32	chr10	39213	39233	20	1	1	20	1	1	16	0.2	0.3	lnc_inter_chr10_9224_DBR32_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR33	33	chr10	63299	63319	20	1	1	20	1	1	16	0.2	0.35	lnc_inter_chr10_9224_DBR33_1110004F10Rik_RBR1
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR34	34	chr10	68298	68323	25	1	2	35	1.6666666666666667	3.3333333333333335	17.5	0.165	0.265	lnc_inter_chr10_9224_DBR34_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR35	35	chr10	73573	73626	53	2	9	45	2.1636363636363636	10.309090909090909	17	0.1831875	0.0906875	lnc_inter_chr10_9224_DBR35_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR35_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR36	36	chr10	77472	77499	27	1	4	41	1.9069767441860466	7.627906976744186	17.5	0.185	0.3125	lnc_inter_chr10_9224_DBR36_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR37	37	chr10	79105	79132	27	1	5	20	1	5	16	0.2	0.030000000000000002	lnc_inter_chr10_9224_DBR37_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR38	38	chr10	80776	80796	20	1	1	20	1	1	16	0.2	0.1	lnc_inter_chr10_9224_DBR38_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR39	39	chr10	81481	81572	91	2	38	54	2.6002621231979033	60.209698558322415	16.783783783783782	0.19351351351351354	0.3013513513513513	lnc_inter_chr10_9224_DBR39_1110004F10Rik_RBR1,lnc_inter_chr10_9224_DBR39_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR40	40	chr10	81682	81763	81	2	15	58	2.381818181818182	20.345454545454544	19.17857142857143	0.19321428571428573	0.4060714285714286	lnc_inter_chr10_9224_DBR40_1110004F10Rik_RBR2,lnc_inter_chr10_9224_DBR40_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_DBR41	41	chr10	82602	82629	27	1	24	25	1.188118811881188	28.51485148514851	17.125	0.18583333333333335	0.007208333333333333	lnc_inter_chr10_9224_DBR41_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110008P14Rik	lnc_inter_chr10_9224_1110008P14Rik_DBR1	1	chr10	26101	26121	20	1	1	20	1	1	16	0.2	0.5	lnc_inter_chr10_9224_DBR1_1110008P14Rik_RBR1
lnc_inter_chr10_9224	1110008P14Rik	lnc_inter_chr10_9224_1110008P14Rik_DBR2	2	chr10	38007	38027	20	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_9224_DBR2_1110008P14Rik_RBR2
lnc_inter_chr10_9224	1110008P14Rik	lnc_inter_chr10_9224_1110008P14Rik_DBR3	3	chr10	48599	48621	22	1	1	22	1	1	19	0.14	0.36	lnc_inter_chr10_9224_DBR3_1110008P14Rik_RBR3
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR1	1	chr10	1999	2019	20	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_9224_DBR1_1600014C10Rik_RBR1
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR2	2	chr10	3749	3769	20	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_9224_DBR2_1600014C10Rik_RBR1
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR3	3	chr10	3798	3819	21	1	1	21	1	1	17	0.19	0.24	lnc_inter_chr10_9224_DBR3_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR4	4	chr10	3872	3895	23	1	2	23	1.0952380952380953	2.1904761904761907	17	0.19	0.19	lnc_inter_chr10_9224_DBR4_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR5	5	chr10	34818	34838	20	1	1	20	1	1	16	0.2	0.15	lnc_inter_chr10_9224_DBR5_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR6	6	chr10	34961	34982	21	1	1	21	1	1	17	0.19	0.14	lnc_inter_chr10_9224_DBR6_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR7	7	chr10	35004	35025	21	1	1	21	1	1	17	0.19	0.19	lnc_inter_chr10_9224_DBR7_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR8	8	chr10	38068	38137	69	1	13	21	1	13	17	0.19	0.14	lnc_inter_chr10_9224_DBR8_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR9	9	chr10	62059	62082	23	1	2	23	1.1219512195121952	2.2439024390243905	16.5	0.195	0.14500000000000002	lnc_inter_chr10_9224_DBR9_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR10	10	chr10	73603	73625	22	1	2	22	1.1	2.2	16	0.2	0.125	lnc_inter_chr10_9224_DBR10_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_DBR11	11	chr10	75126	75146	20	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_9224_DBR11_1600014C10Rik_RBR2
lnc_inter_chr10_9224	1810055G02Rik	lnc_inter_chr10_9224_1810055G02Rik_DBR1	1	chr10	60819	60839	20	1	1	20	1	1	16	0.2	0.3	lnc_inter_chr10_9224_DBR1_1810055G02Rik_RBR1
lnc_inter_chr10_9224	1810055G02Rik	lnc_inter_chr10_9224_1810055G02Rik_DBR2	2	chr10	60893	60930	37	1	3	20	1	3	16	0.2	0.3	lnc_inter_chr10_9224_DBR2_1810055G02Rik_RBR1
