lnc	gname	RBR_ID	RBR	RBR_avg_len	RBR_chr	RBR_start	RBR_end	RBR_span	RBR_TFO_count_total	RBR_DBR_count	RBR_TFO_count_avg	RBR_DBR_span	RBR_TFO_abj1	RBR_TFO_abj2	RBR_score	RBR_error_rate	RBR_gc_error	BR_list
lnc_inter_chr10_9222	Abcd2	lnc_inter_chr10_9222_Abcd2_RBR1	1	22.476190476190474	chr15	91192576	91192606	30	21	1	21	28	1.3347457627118644	28.029661016949152	18.047619047619047	0.19666666666666668	0	lnc_inter_chr10_9222_DBR1_Abcd2_RBR1
lnc_inter_chr10_9222	Abcd2	lnc_inter_chr10_9222_Abcd2_RBR2	2	24.714285714285715	chr15	91192692	91192722	30	14	1	14	36	1.2138728323699421	16.99421965317919	20.214285714285715	0.18214285714285716	0.004785714285714286	lnc_inter_chr10_9222_DBR1_Abcd2_RBR2
lnc_inter_chr10_9222	Abcg2	lnc_inter_chr10_9222_Abcg2_RBR1	1	22	chr6	58584644	58584666	22	1	1	1	22	1	1	18	0.18	0.5	lnc_inter_chr10_9222_DBR1_Abcg2_RBR1
lnc_inter_chr10_9222	Abcg2	lnc_inter_chr10_9222_Abcg2_RBR2	2	20	chr6	58584688	58584708	20	1	1	1	20	1	1	16	0.2	0.25	lnc_inter_chr10_9222_DBR2_Abcg2_RBR2
lnc_inter_chr10_9222	Acaa2	lnc_inter_chr10_9222_Acaa2_RBR1	1	20	chr18	74778712	74778732	20	1	1	1	20	1	1	16	0.2	0.5	lnc_inter_chr10_9222_DBR1_Acaa2_RBR1
lnc_inter_chr10_9222	Acaa2	lnc_inter_chr10_9222_Acaa2_RBR2	2	20	chr18	74779130	74779150	20	1	1	1	20	1	1	16	0.2	0.55	lnc_inter_chr10_9222_DBR1_Acaa2_RBR2
lnc_inter_chr10_9222	Acbd3	lnc_inter_chr10_9222_Acbd3_RBR1	1	20.8	chr1	180725274	180725299	25	10	1	10	31	1.2019230769230769	12.019230769230768	16.7	0.197	0.0133	lnc_inter_chr10_9222_DBR1_Acbd3_RBR1
lnc_inter_chr10_9222	Acbd4	lnc_inter_chr10_9222_Acbd4_RBR1	1	21.7	chr11	103100822	103100846	24	20	2	10	60	2.101449275362319	21.92753623188406	17.94736842105263	0.1414736842105263	0.002210526315789474	lnc_inter_chr10_9222_DBR2_Acbd4_RBR1,lnc_inter_chr10_9222_DBR3_Acbd4_RBR1
lnc_inter_chr10_9222	Acbd4	lnc_inter_chr10_9222_Acbd4_RBR2	2	20	chr11	103101659	103101679	20	1	1	1	20	1	1	16	0.2	0.6	lnc_inter_chr10_9222_DBR1_Acbd4_RBR2
lnc_inter_chr10_9222	Acp6	lnc_inter_chr10_9222_Acp6_RBR1	1	26.72972972972973	chr3	97157812	97157865	53	111	2	55.5	72	4.175293816412751	217.9692536166944	19.913843888070694	0.18097643593519885	0.010657952871870397	lnc_inter_chr10_9222_DBR1_Acp6_RBR1,lnc_inter_chr10_9222_DBR2_Acp6_RBR1
lnc_inter_chr10_9222	Acp6	lnc_inter_chr10_9222_Acp6_RBR2	2	26.486486486486488	chr3	97158207	97158245	38	37	2	18.5	57	2.388946819603754	51.002085505735145	19.416666666666664	0.18472222222222223	0.04845833333333333	lnc_inter_chr10_9222_DBR1_Acp6_RBR2,lnc_inter_chr10_9222_DBR2_Acp6_RBR2
lnc_inter_chr10_9222	Acp6	lnc_inter_chr10_9222_Acp6_RBR3	3	22.470588235294116	chr3	97158510	97158539	29	17	2	8.5	62	2.227056840815076	18.195189214034013	17.666666666666664	0.1847619047619048	0.030738095238095238	lnc_inter_chr10_9222_DBR1_Acp6_RBR3,lnc_inter_chr10_9222_DBR2_Acp6_RBR3
lnc_inter_chr10_9222	Acp6	lnc_inter_chr10_9222_Acp6_RBR4	4	20	chr3	97158606	97158631	25	2	1	2	22	1.25	2.5	16	0.2	0.8	lnc_inter_chr10_9222_DBR3_Acp6_RBR4
lnc_inter_chr10_9222	Acss3	lnc_inter_chr10_9222_Acss3_RBR1	1	20	chr10	107124135	107124155	20	1	1	1	20	1	1	16	0.2	0.55	lnc_inter_chr10_9222_DBR1_Acss3_RBR1
lnc_inter_chr10_9222	Actb	lnc_inter_chr10_9222_Actb_RBR1	1	28.285714285714285	chr5	142906886	142906928	42	70	2	35	67	3.252127659574468	103.38829787234043	20.207692307692305	0.17640769230769232	0.014692307692307692	lnc_inter_chr10_9222_DBR1_Actb_RBR1,lnc_inter_chr10_9222_DBR3_Actb_RBR1
lnc_inter_chr10_9222	Actb	lnc_inter_chr10_9222_Actb_RBR2	2	20	chr5	142906937	142906957	20	1	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_9222_DBR2_Actb_RBR2
lnc_inter_chr10_9222	Actn4	lnc_inter_chr10_9222_Actn4_RBR1	1	20.666666666666668	chr7	28963095	28963116	21	15	2	7.5	57	2.013793103448276	15.193103448275863	16.714285714285715	0.17857142857142858	0.08017857142857143	lnc_inter_chr10_9222_DBR1_Actn4_RBR1,lnc_inter_chr10_9222_DBR2_Actn4_RBR1
lnc_inter_chr10_9222	Actr10	lnc_inter_chr10_9222_Actr10_RBR1	1	21	chr12	70937449	70937475	26	9	1	9	22	1.2380952380952381	11.142857142857142	17.77777777777778	0.15333333333333335	0.8466666666666667	lnc_inter_chr10_9222_DBR1_Actr10_RBR1
lnc_inter_chr10_9222	Actr1a	lnc_inter_chr10_9222_Actr1a_RBR1	1	22.4	chr19	46396290	46396325	35	15	1	15	31	1.5625	23.4375	18.333333333333332	0.18266666666666667	0.008666666666666666	lnc_inter_chr10_9222_DBR1_Actr1a_RBR1
lnc_inter_chr10_9222	Actr2	lnc_inter_chr10_9222_Actr2_RBR1	1	20	chr11	20112974	20112998	24	4	2	2	44	2.2	4.6	16	0.2	0.30833333333333335	lnc_inter_chr10_9222_DBR2_Actr2_RBR1,lnc_inter_chr10_9222_DBR3_Actr2_RBR1
lnc_inter_chr10_9222	Actr2	lnc_inter_chr10_9222_Actr2_RBR2	2	20	chr11	20113187	20113207	20	1	1	1	20	1	1	16	0.2	0.55	lnc_inter_chr10_9222_DBR1_Actr2_RBR2
lnc_inter_chr10_9222	Actr5	lnc_inter_chr10_9222_Actr5_RBR1	1	21.23076923076923	chr2	158624242	158624267	25	13	1	13	33	1.177536231884058	15.307971014492756	17.23076923076923	0.18769230769230769	0.007692307692307693	lnc_inter_chr10_9222_DBR1_Actr5_RBR1
lnc_inter_chr10_9222	Actr5	lnc_inter_chr10_9222_Actr5_RBR2	2	21.75	chr2	158624420	158624449	29	4	1	4	29	1.3333333333333333	5.333333333333333	17.5	0.195	0.07025	lnc_inter_chr10_9222_DBR1_Actr5_RBR2
lnc_inter_chr10_9222	Actr8	lnc_inter_chr10_9222_Actr8_RBR1	1	27.308641975308642	chr14	29978228	29978290	62	162	2	81	67	4.409836065573771	352.23770491803276	20.24688914027149	0.17216657239819005	0.0014669117647058824	lnc_inter_chr10_9222_DBR1_Actr8_RBR1,lnc_inter_chr10_9222_DBR2_Actr8_RBR1
lnc_inter_chr10_9222	Acvr1	lnc_inter_chr10_9222_Acvr1_RBR1	1	20.571428571428573	chr2	58567213	58567245	32	7	2	3.5	64	2.8216907411792564	10.303575657115795	16.55	0.1945	0.532	lnc_inter_chr10_9222_DBR1_Acvr1_RBR1,lnc_inter_chr10_9222_DBR2_Acvr1_RBR1
lnc_inter_chr10_9222	Acvr1	lnc_inter_chr10_9222_Acvr1_RBR2	2	20.5	chr2	58567802	58567823	21	4	1	4	22	1.024390243902439	4.097560975609756	17.5	0.14500000000000002	0.855	lnc_inter_chr10_9222_DBR3_Acvr1_RBR2
lnc_inter_chr10_9222	Adamts6	lnc_inter_chr10_9222_Adamts6_RBR1	1	24.9	chr13	104287285	104287348	63	40	4	10	124	4.662613583138173	50.53869789227166	17.458333333333332	0.19049754901960786	0.3006274509803922	lnc_inter_chr10_9222_DBR2_Adamts6_RBR1,lnc_inter_chr10_9222_DBR3_Adamts6_RBR1,lnc_inter_chr10_9222_DBR4_Adamts6_RBR1,lnc_inter_chr10_9222_DBR5_Adamts6_RBR1
lnc_inter_chr10_9222	Adamts6	lnc_inter_chr10_9222_Adamts6_RBR2	2	28.177966101694917	chr13	104287407	104287458	51	118	2	59	97	4.215308568474157	215.78656367994736	20.36006289308176	0.18252987421383648	0.045596698113207546	lnc_inter_chr10_9222_DBR2_Adamts6_RBR2,lnc_inter_chr10_9222_DBR4_Adamts6_RBR2
lnc_inter_chr10_9222	Adamts6	lnc_inter_chr10_9222_Adamts6_RBR3	3	21.333333333333332	chr13	104287572	104287596	24	3	2	1.5	58	2.0697674418604652	3.13953488372093	17.25	0.1875	0.10400000000000001	lnc_inter_chr10_9222_DBR2_Adamts6_RBR3,lnc_inter_chr10_9222_DBR4_Adamts6_RBR3
lnc_inter_chr10_9222	Adamts6	lnc_inter_chr10_9222_Adamts6_RBR4	4	20	chr13	104287765	104287793	28	2	2	1	40	2	2	16	0.2	0.475	lnc_inter_chr10_9222_DBR1_Adamts6_RBR4,lnc_inter_chr10_9222_DBR3_Adamts6_RBR4
lnc_inter_chr10_9222	Adamts6	lnc_inter_chr10_9222_Adamts6_RBR5	5	25	chr13	104287796	104287821	25	1	1	1	25	1	1	20	0.2	0.48	lnc_inter_chr10_9222_DBR3_Adamts6_RBR5
lnc_inter_chr10_9222	Adcy6	lnc_inter_chr10_9222_Adcy6_RBR1	1	21.5	chr15	98608463	98608489	26	6	1	6	26	1.2093023255813953	7.255813953488372	17.666666666666668	0.17666666666666667	0.7816666666666667	lnc_inter_chr10_9222_DBR1_Adcy6_RBR1
lnc_inter_chr10_9222	Adh5	lnc_inter_chr10_9222_Adh5_RBR1	1	23.235294117647058	chr3	138436887	138436915	28	17	1	17	28	1.2050632911392405	20.486075949367088	18.823529411764707	0.19	0	lnc_inter_chr10_9222_DBR1_Adh5_RBR1
lnc_inter_chr10_9222	Adh5	lnc_inter_chr10_9222_Adh5_RBR2	2	23.36	chr3	138436952	138436995	43	50	1	50	30	1.8407534246575343	92.03767123287672	18.86	0.1926	0	lnc_inter_chr10_9222_DBR1_Adh5_RBR2
lnc_inter_chr10_9222	Aebp2	lnc_inter_chr10_9222_Aebp2_RBR1	1	27.746987951807228	chr6	140622014	140622070	56	166	2	83	98	4.6047160445930375	338.9536782409256	20.519574468085104	0.17394113475177306	0.02863617021276596	lnc_inter_chr10_9222_DBR1_Aebp2_RBR1,lnc_inter_chr10_9222_DBR2_Aebp2_RBR1
lnc_inter_chr10_9222	Aebp2	lnc_inter_chr10_9222_Aebp2_RBR2	2	20.22222222222222	chr6	140622235	140622257	22	9	1	9	30	1.087912087912088	9.791208791208792	16.22222222222222	0.19777777777777777	0.005	lnc_inter_chr10_9222_DBR1_Aebp2_RBR2
lnc_inter_chr10_9222	Aen	lnc_inter_chr10_9222_Aen_RBR1	1	20.666666666666668	chr7	78895318	78895340	22	3	1	3	23	1.064516129032258	3.193548387096774	17	0.17666666666666667	0.04833333333333333	lnc_inter_chr10_9222_DBR1_Aen_RBR1
lnc_inter_chr10_9222	Aen	lnc_inter_chr10_9222_Aen_RBR2	2	23.82051282051282	chr7	78895451	78895487	36	39	2	19.5	64	2.498312710911136	57.437570303712036	17.824324324324323	0.19067567567567567	0.03602702702702703	lnc_inter_chr10_9222_DBR1_Aen_RBR2,lnc_inter_chr10_9222_DBR2_Aen_RBR2
lnc_inter_chr10_9222	Aen	lnc_inter_chr10_9222_Aen_RBR3	3	25.96	chr7	78895504	78895537	33	25	1	25	35	1.271186440677966	31.779661016949152	21.24	0.1796	0	lnc_inter_chr10_9222_DBR1_Aen_RBR3
lnc_inter_chr10_9222	Afg3l1	lnc_inter_chr10_9222_Afg3l1_RBR1	1	25.666666666666668	chr8	123476951	123476983	32	3	1	3	44	1.2467532467532467	3.74025974025974	20.666666666666668	0.19333333333333333	0.5066666666666667	lnc_inter_chr10_9222_DBR1_Afg3l1_RBR1
lnc_inter_chr10_9222	Afg3l2	lnc_inter_chr10_9222_Afg3l2_RBR1	1	22.142857142857142	chr18	67449649	67449675	26	14	1	14	31	1.1741935483870969	16.438709677419357	18.214285714285715	0.1757142857142857	0.0085	lnc_inter_chr10_9222_DBR1_Afg3l2_RBR1
lnc_inter_chr10_9222	Aggf1	lnc_inter_chr10_9222_Aggf1_RBR1	1	24.166666666666668	chr13	95375843	95375871	28	18	1	18	33	1.1586206896551723	20.855172413793102	20	0.17277777777777778	0.0025	lnc_inter_chr10_9222_DBR1_Aggf1_RBR1
lnc_inter_chr10_9222	Ago1	lnc_inter_chr10_9222_Ago1_RBR1	1	20.818181818181817	chr4	126469324	126469345	21	11	1	11	31	1.0087336244541485	11.096069868995633	17.90909090909091	0.13772727272727273	0.00890909090909091	lnc_inter_chr10_9222_DBR1_Ago1_RBR1
lnc_inter_chr10_9222	Agrn	lnc_inter_chr10_9222_Agrn_RBR1	1	22.916666666666668	chr4	156198357	156198383	26	12	1	12	30	1.1345454545454545	13.614545454545453	18.5	0.19166666666666668	0	lnc_inter_chr10_9222_DBR1_Agrn_RBR1
lnc_inter_chr10_9222	Agrn	lnc_inter_chr10_9222_Agrn_RBR2	2	20	chr4	156198390	156198410	20	1	1	1	20	1	1	16	0.2	0.7	lnc_inter_chr10_9222_DBR3_Agrn_RBR2
lnc_inter_chr10_9222	Agrn	lnc_inter_chr10_9222_Agrn_RBR3	3	22.24137931034483	chr4	156198463	156198487	24	29	2	14.5	60	2.2568807339449544	31.3651376146789	18.125	0.15483333333333332	0	lnc_inter_chr10_9222_DBR1_Agrn_RBR3,lnc_inter_chr10_9222_DBR2_Agrn_RBR3
lnc_inter_chr10_9222	Agtr1a	lnc_inter_chr10_9222_Agtr1a_RBR1	1	20	chr13	30335620	30335695	75	12	1	12	20	3.75	45	16	0.2	0.25	lnc_inter_chr10_9222_DBR2_Agtr1a_RBR1
lnc_inter_chr10_9222	Agtr1a	lnc_inter_chr10_9222_Agtr1a_RBR2	2	20.77777777777778	chr13	30335730	30335791	61	9	2	4.5	69	3.874251497005988	23.994011976047904	16.4375	0.195625	0.16875	lnc_inter_chr10_9222_DBR1_Agtr1a_RBR2,lnc_inter_chr10_9222_DBR2_Agtr1a_RBR2
lnc_inter_chr10_9222	Agtr1a	lnc_inter_chr10_9222_Agtr1a_RBR3	3	24.35185185185185	chr13	30335816	30335878	62	54	2	27	75	5.3081497797356825	136.26674008810573	18.244444444444444	0.19344444444444445	0.08133333333333334	lnc_inter_chr10_9222_DBR1_Agtr1a_RBR3,lnc_inter_chr10_9222_DBR2_Agtr1a_RBR3
lnc_inter_chr10_9222	Ahcyl2	lnc_inter_chr10_9222_Ahcyl2_RBR1	1	20.8	chr6	29767470	29767491	21	10	1	10	28	1.0096153846153846	10.096153846153847	16.8	0.192	0	lnc_inter_chr10_9222_DBR1_Ahcyl2_RBR1
lnc_inter_chr10_9222	Ahcyl2	lnc_inter_chr10_9222_Ahcyl2_RBR2	2	20	chr6	29768218	29768238	20	1	1	1	20	1	1	16	0.2	0.75	lnc_inter_chr10_9222_DBR2_Ahcyl2_RBR2
lnc_inter_chr10_9222	Ahsa1	lnc_inter_chr10_9222_Ahsa1_RBR1	1	20.8	chr12	87265737	87265765	28	20	1	20	28	1.346153846153846	26.92307692307692	16.8	0.192	0	lnc_inter_chr10_9222_DBR2_Ahsa1_RBR1
lnc_inter_chr10_9222	Ahsa1	lnc_inter_chr10_9222_Ahsa1_RBR2	2	22.5	chr12	87266231	87266260	29	2	1	2	29	1.288888888888889	2.577777777777778	18.5	0.18	0.44	lnc_inter_chr10_9222_DBR1_Ahsa1_RBR2
lnc_inter_chr10_9222	Aig1	lnc_inter_chr10_9222_Aig1_RBR1	1	21.25	chr10	13869047	13869074	27	8	1	8	25	1.2705882352941176	10.16470588235294	17.625	0.17	0.8125	lnc_inter_chr10_9222_DBR1_Aig1_RBR1
lnc_inter_chr10_9222	Aimp1	lnc_inter_chr10_9222_Aimp1_RBR1	1	20.5	chr3	132684638	132684664	26	4	2	2	48	2.278688524590164	4.836065573770492	16.666666666666664	0.19333333333333336	0.42000000000000004	lnc_inter_chr10_9222_DBR1_Aimp1_RBR1,lnc_inter_chr10_9222_DBR2_Aimp1_RBR1
lnc_inter_chr10_9222	Akap13	lnc_inter_chr10_9222_Akap13_RBR1	1	20.5	chr7	75454876	75454897	21	2	1	2	22	1.024390243902439	2.048780487804878	16.5	0.195	0.78	lnc_inter_chr10_9222_DBR1_Akap13_RBR1
lnc_inter_chr10_9222	Akap9	lnc_inter_chr10_9222_Akap9_RBR1	1	20	chr5	3927308	3927328	20	1	1	1	20	1	1	17	0.15	0.55	lnc_inter_chr10_9222_DBR1_Akap9_RBR1
lnc_inter_chr10_9222	Akap9	lnc_inter_chr10_9222_Akap9_RBR2	2	20	chr5	3927652	3927672	20	1	1	1	20	1	1	16	0.2	0.55	lnc_inter_chr10_9222_DBR1_Akap9_RBR2
lnc_inter_chr10_9222	Akirin2	lnc_inter_chr10_9222_Akirin2_RBR1	1	21.805555555555557	chr4	34550371	34550395	24	36	2	18	65	2.2619469026548673	39.74867256637168	18.416363636363634	0.13840181818181818	0.00254	lnc_inter_chr10_9222_DBR1_Akirin2_RBR1,lnc_inter_chr10_9222_DBR2_Akirin2_RBR1
lnc_inter_chr10_9222	Alg6	lnc_inter_chr10_9222_Alg6_RBR1	1	21.8	chr4	99715046	99715070	24	40	2	20	65	2.248951048951049	44.22377622377623	18.746666666666666	0.12990666666666667	0	lnc_inter_chr10_9222_DBR1_Alg6_RBR1,lnc_inter_chr10_9222_DBR2_Alg6_RBR1
lnc_inter_chr10_9222	Alkbh8	lnc_inter_chr10_9222_Alkbh8_RBR1	1	20	chr9	3334392	3334412	20	1	1	1	20	1	1	16	0.2	0.55	lnc_inter_chr10_9222_DBR1_Alkbh8_RBR1
lnc_inter_chr10_9222	Alkbh8	lnc_inter_chr10_9222_Alkbh8_RBR2	2	20	chr9	3334700	3334720	20	1	1	1	20	1	1	16	0.2	0.15	lnc_inter_chr10_9222_DBR2_Alkbh8_RBR2
lnc_inter_chr10_9222	Alyref	lnc_inter_chr10_9222_Alyref_RBR1	1	24.176470588235293	chr11	120598906	120598938	32	34	2	17	55	2.509462915601023	44.30281329923274	17.984375	0.19140625	0	lnc_inter_chr10_9222_DBR1_Alyref_RBR1,lnc_inter_chr10_9222_DBR2_Alyref_RBR1
lnc_inter_chr10_9222	Amigo2	lnc_inter_chr10_9222_Amigo2_RBR1	1	20	chr15	97247353	97247373	20	1	1	1	20	1	1	16	0.2	0.65	lnc_inter_chr10_9222_DBR1_Amigo2_RBR1
lnc_inter_chr10_9222	Amigo2	lnc_inter_chr10_9222_Amigo2_RBR2	2	27.425531914893618	chr15	97247912	97247948	36	47	1	47	38	1.312645461598138	61.69433669511248	22.76595744680851	0.1685531914893617	0	lnc_inter_chr10_9222_DBR2_Amigo2_RBR2
lnc_inter_chr10_9222	Anapc1	lnc_inter_chr10_9222_Anapc1_RBR1	1	23.767857142857142	chr2	128687743	128687785	42	56	2	28	72	3.037219153868879	83.62431337596202	19.740641711229948	0.15467245989304812	0.014056149732620322	lnc_inter_chr10_9222_DBR1_Anapc1_RBR1,lnc_inter_chr10_9222_DBR2_Anapc1_RBR1
lnc_inter_chr10_9222	Anapc15	lnc_inter_chr10_9222_Anapc15_RBR1	1	20	chr7	101880848	101880868	20	1	1	1	20	1	1	16	0.2	0.5	lnc_inter_chr10_9222_DBR1_Anapc15_RBR1
lnc_inter_chr10_9222	Anapc15	lnc_inter_chr10_9222_Anapc15_RBR2	2	21.5	chr7	101881302	101881324	22	2	1	2	23	1.0232558139534884	2.046511627906977	17.5	0.185	0.11750000000000001	lnc_inter_chr10_9222_DBR2_Anapc15_RBR2
lnc_inter_chr10_9222	Anapc16	lnc_inter_chr10_9222_Anapc16_RBR1	1	21	chr10	60003201	60003222	21	1	1	1	21	1	1	17	0.19	0.81	lnc_inter_chr10_9222_DBR1_Anapc16_RBR1
lnc_inter_chr10_9222	Ank2	lnc_inter_chr10_9222_Ank2_RBR1	1	20	chr3	127499998	127500018	20	9	1	9	28	1	9	16	0.2	0	lnc_inter_chr10_9222_DBR1_Ank2_RBR1
lnc_inter_chr10_9222	Ankrd11	lnc_inter_chr10_9222_Ankrd11_RBR1	1	22.272727272727273	chr8	123042977	123043004	27	11	1	11	29	1.2122448979591836	13.334693877551018	17.90909090909091	0.19545454545454546	0.008	lnc_inter_chr10_9222_DBR1_Ankrd11_RBR1
lnc_inter_chr10_9222	Ankrd27	lnc_inter_chr10_9222_Ankrd27_RBR1	1	20.8	chr7	35585633	35585670	37	5	1	5	24	1.7788461538461537	8.894230769230768	17	0.184	0.796	lnc_inter_chr10_9222_DBR1_Ankrd27_RBR1
