lnc	gname	RBR_ID	RBR	RBR_avg_len	RBR_chr	RBR_start	RBR_end	RBR_span	RBR_TFO_count_total	RBR_DBR_count	RBR_TFO_count_avg	RBR_DBR_span	RBR_TFO_abj1	RBR_TFO_abj2	RBR_score	RBR_error_rate	RBR_gc_error	BR_list
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_RBR1	1	25.3125	chr11	78261008	78261046	38	224	8	28	203	10.642730435102642	321.9925673418124	17.228932164263554	0.18640589085096404	0.02505505670009939	lnc_inter_chr10_8711_DBR1_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR2_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR3_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR4_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR5_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR6_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR7_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR8_2610507B11Rik_RBR1
lnc_inter_chr10_8711	2610507B11Rik	lnc_inter_chr10_8711_2610507B11Rik_RBR2	2	22.666666666666668	chr11	78261189	78261215	26	3	1	3	34	1.1470588235294117	3.441176470588235	18.333333333333332	0.19	0	lnc_inter_chr10_8711_DBR5_2610507B11Rik_RBR2
lnc_inter_chr10_8711	2900026A02Rik	lnc_inter_chr10_8711_2900026A02Rik_RBR1	1	22.636363636363637	chr5	113221556	113221597	41	33	3	11	83	4.260695121350859	57.199502781469995	16.973180076628353	0.19555555555555557	0.07391570881226053	lnc_inter_chr10_8711_DBR1_2900026A02Rik_RBR1,lnc_inter_chr10_8711_DBR2_2900026A02Rik_RBR1,lnc_inter_chr10_8711_DBR3_2900026A02Rik_RBR1
lnc_inter_chr10_8711	2900026A02Rik	lnc_inter_chr10_8711_2900026A02Rik_RBR2	2	20.444444444444443	chr5	113222254	113222275	21	9	1	9	39	1.0271739130434785	9.244565217391305	16.555555555555557	0.19	0.01622222222222222	lnc_inter_chr10_8711_DBR3_2900026A02Rik_RBR2
lnc_inter_chr10_8711	9130401M01Rik	lnc_inter_chr10_8711_9130401M01Rik_RBR1	1	20	chr15	58034599	58034619	20	1	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_8711_DBR2_9130401M01Rik_RBR1
lnc_inter_chr10_8711	9130401M01Rik	lnc_inter_chr10_8711_9130401M01Rik_RBR2	2	20	chr15	58035173	58035193	20	1	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_8711_DBR1_9130401M01Rik_RBR2
lnc_inter_chr10_8711	A430005L14Rik	lnc_inter_chr10_8711_A430005L14Rik_RBR1	1	24	chr4	153956339	153956365	26	2	1	2	27	1.0833333333333333	2.1666666666666665	19.5	0.185	0.1055	lnc_inter_chr10_8711_DBR4_A430005L14Rik_RBR1
lnc_inter_chr10_8711	A430005L14Rik	lnc_inter_chr10_8711_A430005L14Rik_RBR2	2	26.09375	chr4	153956514	153956550	36	64	3	21.333333333333332	198	3.874766979392717	85.47910005139161	20.48787878787879	0.18414718614718617	0.4027835497835498	lnc_inter_chr10_8711_DBR1_A430005L14Rik_RBR2,lnc_inter_chr10_8711_DBR3_A430005L14Rik_RBR2,lnc_inter_chr10_8711_DBR5_A430005L14Rik_RBR2
lnc_inter_chr10_8711	A430005L14Rik	lnc_inter_chr10_8711_A430005L14Rik_RBR3	3	20	chr4	153956657	153956677	20	1	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_8711_DBR2_A430005L14Rik_RBR3
lnc_inter_chr10_8711	AI987944	lnc_inter_chr10_8711_AI987944_RBR1	1	22	chr7	41394079	41394101	22	1	1	1	22	1	1	18	0.18	0.68	lnc_inter_chr10_8711_DBR3_AI987944_RBR1
lnc_inter_chr10_8711	AI987944	lnc_inter_chr10_8711_AI987944_RBR2	2	23	chr7	41394205	41394233	28	2	2	1	46	2	2	18.5	0.195	0.415	lnc_inter_chr10_8711_DBR1_AI987944_RBR2,lnc_inter_chr10_8711_DBR2_AI987944_RBR2
lnc_inter_chr10_8711	Aaas	lnc_inter_chr10_8711_Aaas_RBR1	1	20	chr15	102351549	102351569	20	6	1	6	29	1	6	16	0.2	0	lnc_inter_chr10_8711_DBR1_Aaas_RBR1
lnc_inter_chr10_8711	Aar2	lnc_inter_chr10_8711_Aar2_RBR1	1	20	chr2	156546737	156546757	20	2	2	1	40	2	2	16	0.2	0.4	lnc_inter_chr10_8711_DBR2_Aar2_RBR1,lnc_inter_chr10_8711_DBR3_Aar2_RBR1
lnc_inter_chr10_8711	Aar2	lnc_inter_chr10_8711_Aar2_RBR2	2	21	chr2	156547017	156547039	22	2	2	1	42	2	2	17	0.19	0.165	lnc_inter_chr10_8711_DBR1_Aar2_RBR2,lnc_inter_chr10_8711_DBR4_Aar2_RBR2
lnc_inter_chr10_8711	Aarsd1	lnc_inter_chr10_8711_Aarsd1_RBR1	1	22.095238095238095	chr11	101418072	101418107	35	21	2	10.5	53	2.6183962264150944	31.899528301886793	17.184210526315788	0.18763157894736843	0	lnc_inter_chr10_8711_DBR1_Aarsd1_RBR1,lnc_inter_chr10_8711_DBR2_Aarsd1_RBR1
lnc_inter_chr10_8711	Abca3	lnc_inter_chr10_8711_Abca3_RBR1	1	20.033333333333335	chr17	24351549	24351570	21	30	4	7.5	142	4.045643153526971	30.547717842323653	16.020833333333332	0.19979166666666667	0.4558333333333333	lnc_inter_chr10_8711_DBR1_Abca3_RBR1,lnc_inter_chr10_8711_DBR2_Abca3_RBR1,lnc_inter_chr10_8711_DBR3_Abca3_RBR1,lnc_inter_chr10_8711_DBR4_Abca3_RBR1
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_RBR1	1	20.23076923076923	chr11	110096243	110096264	21	13	3	4.333333333333333	70	3.0344827586206895	13.344827586206897	16.433333333333334	0.18233333333333335	0	lnc_inter_chr10_8711_DBR2_Abca8a_RBR1,lnc_inter_chr10_8711_DBR3_Abca8a_RBR1,lnc_inter_chr10_8711_DBR7_Abca8a_RBR1
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_RBR2	2	22.09090909090909	chr11	110096491	110096571	80	44	3	14.666666666666666	75	5.609022556390977	153.57894736842104	17.047619047619047	0.18996031746031747	0.15876984126984128	lnc_inter_chr10_8711_DBR1_Abca8a_RBR2,lnc_inter_chr10_8711_DBR2_Abca8a_RBR2,lnc_inter_chr10_8711_DBR7_Abca8a_RBR2
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_RBR3	3	29.466454942437476	chr11	110096724	110096813	89	2519	5	503.8	299	13.070297494137314	7357.268290007721	22.498010110235892	0.1349666754157722	0.42431611418395576	lnc_inter_chr10_8711_DBR4_Abca8a_RBR3,lnc_inter_chr10_8711_DBR5_Abca8a_RBR3,lnc_inter_chr10_8711_DBR6_Abca8a_RBR3,lnc_inter_chr10_8711_DBR8_Abca8a_RBR3,lnc_inter_chr10_8711_DBR9_Abca8a_RBR3
lnc_inter_chr10_8711	Abca8a	lnc_inter_chr10_8711_Abca8a_RBR4	4	21	chr11	110096862	110096885	23	29	3	9.666666666666666	141	3.101298071925606	30.0401803496339	16.953463203463205	0.190465367965368	0.3809307359307359	lnc_inter_chr10_8711_DBR4_Abca8a_RBR4,lnc_inter_chr10_8711_DBR6_Abca8a_RBR4,lnc_inter_chr10_8711_DBR9_Abca8a_RBR4
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_RBR1	1	20	chrX	104413846	104413866	20	1	1	1	20	1	1	16	0.2	0.5	lnc_inter_chr10_8711_DBR3_Abcb7_RBR1
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_RBR2	2	20	chrX	104413904	104413924	20	1	1	1	20	1	1	16	0.2	0.75	lnc_inter_chr10_8711_DBR4_Abcb7_RBR2
lnc_inter_chr10_8711	Abcb7	lnc_inter_chr10_8711_Abcb7_RBR3	3	29.509189925119127	chrX	104414681	104414759	78	1469	8	183.625	367	16.17007497291712	3711.7020469035474	19.7248092313794	0.17257661397967403	0.3989542208902465	lnc_inter_chr10_8711_DBR1_Abcb7_RBR3,lnc_inter_chr10_8711_DBR2_Abcb7_RBR3,lnc_inter_chr10_8711_DBR3_Abcb7_RBR3,lnc_inter_chr10_8711_DBR5_Abcb7_RBR3,lnc_inter_chr10_8711_DBR6_Abcb7_RBR3,lnc_inter_chr10_8711_DBR7_Abcb7_RBR3,lnc_inter_chr10_8711_DBR8_Abcb7_RBR3,lnc_inter_chr10_8711_DBR9_Abcb7_RBR3
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_RBR1	1	21.529411764705884	chr15	91192144	91192166	22	34	4	8.5	133	4.110609960910284	34.744552741780524	17.410714285714285	0.1858928571428571	0.3561607142857143	lnc_inter_chr10_8711_DBR3_Abcd2_RBR1,lnc_inter_chr10_8711_DBR4_Abcd2_RBR1,lnc_inter_chr10_8711_DBR5_Abcd2_RBR1,lnc_inter_chr10_8711_DBR8_Abcd2_RBR1
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_RBR2	2	22.428571428571427	chr15	91192576	91192606	30	7	1	7	34	1.337579617834395	9.363057324840764	18	0.19714285714285715	0	lnc_inter_chr10_8711_DBR7_Abcd2_RBR2
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_RBR3	3	24.22222222222222	chr15	91192692	91192722	30	18	3	6	86	3.227621483375959	21.641943734015346	18.625	0.19583333333333333	0.06022916666666667	lnc_inter_chr10_8711_DBR1_Abcd2_RBR3,lnc_inter_chr10_8711_DBR2_Abcd2_RBR3,lnc_inter_chr10_8711_DBR7_Abcd2_RBR3
lnc_inter_chr10_8711	Abcd2	lnc_inter_chr10_8711_Abcd2_RBR4	4	20.5	chr15	91192919	91192946	27	2	1	2	27	1.3170731707317074	2.6341463414634148	17	0.17	0.365	lnc_inter_chr10_8711_DBR6_Abcd2_RBR4
lnc_inter_chr10_8711	Abcg2	lnc_inter_chr10_8711_Abcg2_RBR1	1	21	chr6	58584623	58584666	43	9	5	1.8	116	6.145238095238096	11.48095238095238	17	0.198	0.3	lnc_inter_chr10_8711_DBR1_Abcg2_RBR1,lnc_inter_chr10_8711_DBR2_Abcg2_RBR1,lnc_inter_chr10_8711_DBR3_Abcg2_RBR1,lnc_inter_chr10_8711_DBR4_Abcg2_RBR1,lnc_inter_chr10_8711_DBR5_Abcg2_RBR1
lnc_inter_chr10_8711	Abcg2	lnc_inter_chr10_8711_Abcg2_RBR2	2	20	chr6	58584684	58584704	20	1	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_8711_DBR6_Abcg2_RBR2
lnc_inter_chr10_8711	Abhd14a	lnc_inter_chr10_8711_Abhd14a_RBR1	1	21	chr9	106448635	106448656	21	1	1	1	21	1	1	17	0.19	0.48	lnc_inter_chr10_8711_DBR1_Abhd14a_RBR1
lnc_inter_chr10_8711	Acbd3	lnc_inter_chr10_8711_Acbd3_RBR1	1	21.833333333333332	chr1	180725274	180725303	29	6	2	3	66	2.4113695090439276	7.334366925064599	17.625	0.19875	0.070875	lnc_inter_chr10_8711_DBR1_Acbd3_RBR1,lnc_inter_chr10_8711_DBR2_Acbd3_RBR1
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_RBR1	1	21.266666666666666	chr11	103100822	103100846	24	45	4	11.25	100	4.120186697782964	49.807467911318554	16.3625	0.196125	5.9375e-4	lnc_inter_chr10_8711_DBR1_Acbd4_RBR1,lnc_inter_chr10_8711_DBR2_Acbd4_RBR1,lnc_inter_chr10_8711_DBR6_Acbd4_RBR1,lnc_inter_chr10_8711_DBR9_Acbd4_RBR1
lnc_inter_chr10_8711	Acbd4	lnc_inter_chr10_8711_Acbd4_RBR2	2	21	chr11	103101659	103101684	25	6	6	1	126	6	6	17	0.19	0.485	lnc_inter_chr10_8711_DBR3_Acbd4_RBR2,lnc_inter_chr10_8711_DBR4_Acbd4_RBR2,lnc_inter_chr10_8711_DBR5_Acbd4_RBR2,lnc_inter_chr10_8711_DBR7_Acbd4_RBR2,lnc_inter_chr10_8711_DBR8_Acbd4_RBR2,lnc_inter_chr10_8711_DBR10_Acbd4_RBR2
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_RBR1	1	25.856230031948883	chr3	97157812	97157874	62	313	11	28.454545454545453	291	18.502098403749205	671.1618866323993	17.08130651598144	0.19390009165241365	0.0497469285100864	lnc_inter_chr10_8711_DBR1_Acp6_RBR1,lnc_inter_chr10_8711_DBR2_Acp6_RBR1,lnc_inter_chr10_8711_DBR3_Acp6_RBR1,lnc_inter_chr10_8711_DBR4_Acp6_RBR1,lnc_inter_chr10_8711_DBR5_Acp6_RBR1,lnc_inter_chr10_8711_DBR6_Acp6_RBR1,lnc_inter_chr10_8711_DBR7_Acp6_RBR1,lnc_inter_chr10_8711_DBR8_Acp6_RBR1,lnc_inter_chr10_8711_DBR9_Acp6_RBR1,lnc_inter_chr10_8711_DBR10_Acp6_RBR1,lnc_inter_chr10_8711_DBR11_Acp6_RBR1
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_RBR2	2	23.369565217391305	chr3	97158207	97158242	35	46	3	15.333333333333334	81	3.7659685863874346	65.53874345549738	17.091666666666665	0.19741666666666668	0.00316666666666666	lnc_inter_chr10_8711_DBR4_Acp6_RBR2,lnc_inter_chr10_8711_DBR5_Acp6_RBR2,lnc_inter_chr10_8711_DBR8_Acp6_RBR2
lnc_inter_chr10_8711	Acp6	lnc_inter_chr10_8711_Acp6_RBR3	3	20.529411764705884	chr3	97158510	97158539	29	34	3	11.333333333333334	91	3.5903764912187475	46.84244227754603	16.666666666666668	0.17866666666666667	0.07843333333333334	lnc_inter_chr10_8711_DBR4_Acp6_RBR3,lnc_inter_chr10_8711_DBR8_Acp6_RBR3,lnc_inter_chr10_8711_DBR9_Acp6_RBR3
lnc_inter_chr10_8711	Actb	lnc_inter_chr10_8711_Actb_RBR1	1	24.97887323943662	chr5	142906863	142906946	83	284	15	18.933333333333337	418	20.01105974368035	482.4691426192008	17.01441600776807	0.1909402483007352	0.19224923706478017	lnc_inter_chr10_8711_DBR1_Actb_RBR1,lnc_inter_chr10_8711_DBR2_Actb_RBR1,lnc_inter_chr10_8711_DBR3_Actb_RBR1,lnc_inter_chr10_8711_DBR4_Actb_RBR1,lnc_inter_chr10_8711_DBR5_Actb_RBR1,lnc_inter_chr10_8711_DBR6_Actb_RBR1,lnc_inter_chr10_8711_DBR7_Actb_RBR1,lnc_inter_chr10_8711_DBR8_Actb_RBR1,lnc_inter_chr10_8711_DBR9_Actb_RBR1,lnc_inter_chr10_8711_DBR10_Actb_RBR1,lnc_inter_chr10_8711_DBR11_Actb_RBR1,lnc_inter_chr10_8711_DBR12_Actb_RBR1,lnc_inter_chr10_8711_DBR13_Actb_RBR1,lnc_inter_chr10_8711_DBR14_Actb_RBR1,lnc_inter_chr10_8711_DBR15_Actb_RBR1
lnc_inter_chr10_8711	Actn1	lnc_inter_chr10_8711_Actn1_RBR1	1	20	chr12	80260814	80260834	20	2	1	2	25	1	2	16	0.2	0.15	lnc_inter_chr10_8711_DBR1_Actn1_RBR1
lnc_inter_chr10_8711	Actn4	lnc_inter_chr10_8711_Actn4_RBR1	1	20.653846153846153	chr7	28963095	28963116	21	26	4	6.5	109	4.034005628517823	26.24108818011257	16.829166666666666	0.17154166666666668	0.10485833333333332	lnc_inter_chr10_8711_DBR1_Actn4_RBR1,lnc_inter_chr10_8711_DBR2_Actn4_RBR1,lnc_inter_chr10_8711_DBR3_Actn4_RBR1,lnc_inter_chr10_8711_DBR4_Actn4_RBR1
lnc_inter_chr10_8711	Actr10	lnc_inter_chr10_8711_Actr10_RBR1	1	20.22222222222222	chr12	70936908	70936930	22	9	1	9	40	1.087912087912088	9.791208791208792	16.444444444444443	0.18666666666666668	0.099	lnc_inter_chr10_8711_DBR1_Actr10_RBR1
lnc_inter_chr10_8711	Actr1a	lnc_inter_chr10_8711_Actr1a_RBR1	1	21.133333333333333	chr19	46396289	46396330	41	15	3	5	81	3.971875	26.1625	16.75	0.19361111111111112	0.07677777777777778	lnc_inter_chr10_8711_DBR1_Actr1a_RBR1,lnc_inter_chr10_8711_DBR2_Actr1a_RBR1,lnc_inter_chr10_8711_DBR3_Actr1a_RBR1
lnc_inter_chr10_8711	Actr2	lnc_inter_chr10_8711_Actr2_RBR1	1	21	chr11	20112964	20112985	21	1	1	1	21	1	1	17	0.19	0.48	lnc_inter_chr10_8711_DBR1_Actr2_RBR1
lnc_inter_chr10_8711	Actr2	lnc_inter_chr10_8711_Actr2_RBR2	2	20	chr11	20113050	20113072	22	2	1	2	22	1.1	2.2	16	0.2	0.45	lnc_inter_chr10_8711_DBR2_Actr2_RBR2
lnc_inter_chr10_8711	Actr5	lnc_inter_chr10_8711_Actr5_RBR1	1	21.166666666666668	chr2	158624245	158624278	33	12	2	6	60	2.5920560747663552	17.520560747663552	16.65	0.1955	0.04355	lnc_inter_chr10_8711_DBR1_Actr5_RBR1,lnc_inter_chr10_8711_DBR3_Actr5_RBR1
lnc_inter_chr10_8711	Actr5	lnc_inter_chr10_8711_Actr5_RBR2	2	20	chr2	158624413	158624450	37	8	3	2.6666666666666665	78	3.85	10.45	16.166666666666668	0.19166666666666668	0.05	lnc_inter_chr10_8711_DBR1_Actr5_RBR2,lnc_inter_chr10_8711_DBR2_Actr5_RBR2,lnc_inter_chr10_8711_DBR3_Actr5_RBR2
lnc_inter_chr10_8711	Actr5	lnc_inter_chr10_8711_Actr5_RBR3	3	22.666666666666668	chr2	158624653	158624679	26	3	2	1.5	49	2.142857142857143	3.2857142857142856	19	0.19	0.0985	lnc_inter_chr10_8711_DBR1_Actr5_RBR3,lnc_inter_chr10_8711_DBR3_Actr5_RBR3
lnc_inter_chr10_8711	Actr8	lnc_inter_chr10_8711_Actr8_RBR1	1	27.13679245283019	chr14	29978231	29978290	59	424	8	53	236	13.646895912125917	890.3166200744021	18.3404411146957	0.19070495807709112	0.03250277287697013	lnc_inter_chr10_8711_DBR1_Actr8_RBR1,lnc_inter_chr10_8711_DBR2_Actr8_RBR1,lnc_inter_chr10_8711_DBR3_Actr8_RBR1,lnc_inter_chr10_8711_DBR4_Actr8_RBR1,lnc_inter_chr10_8711_DBR5_Actr8_RBR1,lnc_inter_chr10_8711_DBR6_Actr8_RBR1,lnc_inter_chr10_8711_DBR7_Actr8_RBR1,lnc_inter_chr10_8711_DBR8_Actr8_RBR1
lnc_inter_chr10_8711	Acy1	lnc_inter_chr10_8711_Acy1_RBR1	1	20	chr9	106438603	106438623	20	1	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_8711_DBR1_Acy1_RBR1
lnc_inter_chr10_8711	Acyp1	lnc_inter_chr10_8711_Acyp1_RBR1	1	20	chr12	85288675	85288695	20	1	1	1	20	1	1	16	0.2	0.45	lnc_inter_chr10_8711_DBR1_Acyp1_RBR1
lnc_inter_chr10_8711	Adamts6	lnc_inter_chr10_8711_Adamts6_RBR1	1	20	chr13	104287173	104287193	20	1	1	1	20	1	1	16	0.2	0.35	lnc_inter_chr10_8711_DBR12_Adamts6_RBR1
lnc_inter_chr10_8711	Adamts6	lnc_inter_chr10_8711_Adamts6_RBR2	2	22.941176470588236	chr13	104287283	104287324	41	85	14	6.071428571428571	349	16.02541826019669	126.115049158097	17.184157509157508	0.18296886446886448	0.16424908424908424	lnc_inter_chr10_8711_DBR2_Adamts6_RBR2,lnc_inter_chr10_8711_DBR3_Adamts6_RBR2,lnc_inter_chr10_8711_DBR5_Adamts6_RBR2,lnc_inter_chr10_8711_DBR6_Adamts6_RBR2,lnc_inter_chr10_8711_DBR7_Adamts6_RBR2,lnc_inter_chr10_8711_DBR9_Adamts6_RBR2,lnc_inter_chr10_8711_DBR11_Adamts6_RBR2,lnc_inter_chr10_8711_DBR12_Adamts6_RBR2,lnc_inter_chr10_8711_DBR13_Adamts6_RBR2,lnc_inter_chr10_8711_DBR14_Adamts6_RBR2,lnc_inter_chr10_8711_DBR15_Adamts6_RBR2,lnc_inter_chr10_8711_DBR17_Adamts6_RBR2,lnc_inter_chr10_8711_DBR19_Adamts6_RBR2,lnc_inter_chr10_8711_DBR21_Adamts6_RBR2
lnc_inter_chr10_8711	Adamts6	lnc_inter_chr10_8711_Adamts6_RBR3	3	25.350553505535057	chr13	104287407	104287458	51	271	10	27.1	262	19.324610580337747	536.7220520036846	17.32354288313447	0.18105423859693665	0.08724005775577558	lnc_inter_chr10_8711_DBR1_Adamts6_RBR3,lnc_inter_chr10_8711_DBR4_Adamts6_RBR3,lnc_inter_chr10_8711_DBR6_Adamts6_RBR3,lnc_inter_chr10_8711_DBR7_Adamts6_RBR3,lnc_inter_chr10_8711_DBR9_Adamts6_RBR3,lnc_inter_chr10_8711_DBR12_Adamts6_RBR3,lnc_inter_chr10_8711_DBR14_Adamts6_RBR3,lnc_inter_chr10_8711_DBR15_Adamts6_RBR3,lnc_inter_chr10_8711_DBR19_Adamts6_RBR3,lnc_inter_chr10_8711_DBR21_Adamts6_RBR3
lnc_inter_chr10_8711	Adamts6	lnc_inter_chr10_8711_Adamts6_RBR4	4	20.333333333333332	chr13	104287570	104287593	23	3	2	1.5	42	2.1219512195121952	3.2439024390243905	16.25	0.1975	0.11	lnc_inter_chr10_8711_DBR6_Adamts6_RBR4,lnc_inter_chr10_8711_DBR14_Adamts6_RBR4
lnc_inter_chr10_8711	Adamts6	lnc_inter_chr10_8711_Adamts6_RBR5	5	29.099391480730223	chr13	104287752	104287834	82	986	6	164.33333333333334	299	14.288549747845932	2717.0531240091086	20.30072535568399	0.18192952786534225	0.45520716541187567	lnc_inter_chr10_8711_DBR8_Adamts6_RBR5,lnc_inter_chr10_8711_DBR10_Adamts6_RBR5,lnc_inter_chr10_8711_DBR11_Adamts6_RBR5,lnc_inter_chr10_8711_DBR16_Adamts6_RBR5,lnc_inter_chr10_8711_DBR18_Adamts6_RBR5,lnc_inter_chr10_8711_DBR20_Adamts6_RBR5
lnc_inter_chr10_8711	Adh5	lnc_inter_chr10_8711_Adh5_RBR1	1	23.375	chr3	138436887	138436916	29	8	1	8	31	1.2406417112299466	9.925133689839573	19	0.18875	0.00425	lnc_inter_chr10_8711_DBR1_Adh5_RBR1
lnc_inter_chr10_8711	Adh5	lnc_inter_chr10_8711_Adh5_RBR2	2	21.571428571428573	chr3	138436952	138436991	39	14	1	14	30	1.8079470198675496	25.311258278145697	17.357142857142858	0.19571428571428573	0	lnc_inter_chr10_8711_DBR1_Adh5_RBR2
lnc_inter_chr10_8711	Ado	lnc_inter_chr10_8711_Ado_RBR1	1	20.6	chr10	67549559	67549580	21	5	1	5	39	1.019417475728155	5.097087378640777	16.8	0.184	0.106	lnc_inter_chr10_8711_DBR1_Ado_RBR1
lnc_inter_chr10_8711	Adss	lnc_inter_chr10_8711_Adss_RBR1	1	20	chr1	177797231	177797251	20	1	1	1	20	1	1	16	0.2	0.25	lnc_inter_chr10_8711_DBR1_Adss_RBR1
lnc_inter_chr10_8711	Aebp2	lnc_inter_chr10_8711_Aebp2_RBR1	1	20.5	chr6	140621983	140622007	24	2	1	2	21	1.170731707317073	2.341463414634146	16.5	0.195	0.0975	lnc_inter_chr10_8711_DBR12_Aebp2_RBR1
